,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.5,0.1,0.1,0.08,0.24,0.0,0.33
jcl.csv,1.0,0.15,0.24,0.11,0.73,0.28,0.28
openxava.csv,0.5,0.38,0.4,0.33,0.42,0.47,0.28
tcvp.csv,0.0,0.14,0.0,0.01,0.1,0.26,0.0
vars-redux.csv,1.0,0.61,0.76,0.95,0.33,0.38,0.99
werx.csv,0.0,1.0,1.0,0.95,0.9,1.0,0.58
