,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.9,0.63,1.13,0.48,0.43,0.66,0.56,0.61,1.05,0.54,0.64,0.85,0.94,0.63,0.47,1.0,0.82
botsnscouts.csv,0.69,0.49,0.81,0.53,0.91,0.76,0.37,0.58,0.78,0.57,0.76,0.58,0.91,0.49,0.81,0.89,0.7
cities3d.csv,0.76,0.5,0.67,0.4,0.53,0.75,0.9,0.81,0.96,0.57,0.97,0.71,0.94,0.66,0.63,1.29,0.51
dynalloy.csv,0.34,0.67,1.04,0.82,0.7,0.86,0.72,0.42,0.7,0.96,0.68,0.98,0.69,0.59,0.78,0.48,0.73
electric-core.csv,0.68,0.45,1.04,0.59,0.65,0.82,0.59,0.39,1.07,0.86,0.66,1.0,0.74,0.9,0.77,0.66,0.65
findbugs.csv,0.64,0.48,1.13,0.49,0.42,0.65,0.66,0.36,1.05,0.7,0.55,1.0,0.5,0.44,0.46,1.0,0.48
img-browse-sort.csv,0.62,0.92,1.12,0.66,0.54,0.74,0.59,0.35,1.02,0.52,0.49,0.71,0.37,0.6,0.47,0.79,0.45
jparsec.csv,0.75,0.99,1.0,0.98,1.0,0.88,0.67,0.98,1.0,0.7,0.96,0.34,0.68,1.0,0.96,0.8,0.7
moast.csv,0.56,0.89,1.0,0.76,0.87,0.7,0.97,1.0,0.88,0.8,0.59,0.71,0.9,0.9,0.61,0.11,0.75
mptvseries.csv,0.58,0.59,1.01,0.44,0.33,0.41,0.75,0.38,1.35,0.95,0.67,0.8,0.52,0.68,0.68,1.0,0.68
mvnforum.csv,0.76,0.89,1.01,1.0,0.66,0.53,0.74,0.61,0.85,0.89,0.66,0.83,0.82,0.86,0.66,0.44,0.91
nosleepsoftware.csv,0.94,0.92,0.32,0.91,0.94,0.95,1.0,0.92,0.61,1.01,1.02,1.0,0.95,0.87,1.01,1.02,1.01
ogre.csv,0.71,0.87,0.79,0.91,0.99,0.87,0.79,0.92,0.06,0.85,0.95,0.67,0.9,0.77,0.68,1.0,0.95
openfrag.csv,0.85,0.51,1.07,0.46,0.37,0.49,0.7,0.34,1.31,0.97,0.39,0.96,0.55,0.56,0.75,0.71,0.65
qdvdauthor.csv,0.7,0.72,0.84,0.95,0.56,0.59,0.85,1.0,1.18,0.93,0.76,0.76,0.77,0.58,0.77,0.18,0.78
sumatrapdf.csv,0.97,0.86,0.81,0.92,0.75,0.87,0.84,0.29,1.16,0.99,0.92,0.97,0.92,0.71,0.94,0.93,0.82
zxing.csv,0.61,0.54,0.84,0.43,0.52,0.62,0.59,0.65,0.92,0.65,0.73,0.62,0.68,0.48,0.6,1.13,0.43
