,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.46,0.53,1.0,0.57,0.0,0.63,0.56,0.62,0.4,0.57,0.37,0.62
dsworkbench.csv,0.98,0.38,0.05,0.45,0.18,0.14,0.47,0.0,0.3,0.2,0.25,0.34
gogoego.csv,0.34,0.94,0.12,0.15,0.29,0.07,0.55,0.12,0.49,0.28,0.28,0.33
jpaul.csv,0.46,0.43,0.2,1.0,0.29,0.29,0.63,0.0,0.53,0.26,0.04,0.0
loki-lib.csv,0.56,0.52,0.45,0.7,0.47,0.62,0.59,0.53,0.57,0.6,0.94,0.38
motu.csv,0.39,0.19,0.02,0.4,0.0,0.0,0.93,0.12,0.45,0.3,0.2,0.17
mp-rechnungs-und-kundenverwaltung.csv,0.46,0.27,0.2,0.21,0.06,0.48,0.18,0.44,0.98,0.34,0.54,0.53
rtrt-on-gpu.csv,0.07,0.19,0.42,0.0,0.23,0.07,0.1,1.0,0.31,0.37,0.24,0.02
scenemonitor.csv,0.53,0.61,0.41,0.56,1.0,0.56,0.57,0.55,0.63,0.6,0.53,0.34
xstore.csv,0.52,0.52,0.36,0.68,0.53,0.53,0.78,0.35,0.49,0.97,0.38,0.48
yarp0.csv,0.65,0.54,0.46,0.65,0.63,0.95,0.1,0.0,0.61,0.41,0.32,0.15
zemljanka.csv,0.4,0.24,0.0,0.0,0.13,0.63,0.27,0.0,0.2,0.09,0.54,1.0
