,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.55,0.46,0.37,0.53,0.31,0.39,0.4,0.47,0.34,0.49,0.44,0.4
dsworkbench.csv,0.43,0.7,0.8,0.55,0.8,0.88,0.59,0.73,0.97,0.93,0.91,0.56
gogoego.csv,0.63,0.83,0.92,0.75,0.88,0.89,0.42,0.86,0.65,0.8,0.92,0.78
jpaul.csv,0.48,0.75,0.95,0.65,0.62,0.77,0.46,0.8,0.58,0.92,0.0,0.45
loki-lib.csv,0.49,0.44,0.52,0.41,0.48,0.39,0.38,0.43,0.35,0.48,0.59,0.44
motu.csv,0.5,0.96,0.5,0.67,0.0,0.75,0.75,0.0,0.58,0.64,0.86,0.97
mp-rechnungs-und-kundenverwaltung.csv,0.58,0.98,0.95,0.91,0.0,0.69,0.92,0.79,0.65,0.55,0.58,0.48
rtrt-on-gpu.csv,0.75,0.96,0.59,0.91,0.92,0.86,0.94,0.9,0.79,0.68,0.91,0.86
scenemonitor.csv,0.5,0.41,0.64,0.46,0.55,0.38,0.45,0.46,0.38,0.45,0.57,0.58
xstore.csv,0.44,0.51,0.62,0.47,0.53,0.43,0.36,0.88,0.42,0.52,0.6,0.51
yarp0.csv,0.37,0.42,0.53,0.49,0.44,0.67,0.89,0.0,0.46,0.52,0.8,0.96
zemljanka.csv,0.36,0.35,0.35,0.46,0.31,0.34,0.4,0.41,0.38,0.47,0.48,0.45
