,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.0,0.0,0.0,56.0,0.0,5.0,3.0,0.0,2.0,0.0
aubit4gl.csv,0.0,0.0,5.0,2.0,2.0,12.0,0.0,4.0,3.0,2.0
liferea.csv,1.0,20.0,5.0,0.0,2.0,8.0,0.0,0.0,3.0,13.0
moving-pictures.csv,1.0,0.0,7.0,7.0,0.0,11.0,0.0,0.0,0.0,10.0
opensim4opencog.csv,2.0,15.0,12.0,5.0,0.0,2.0,0.0,1.0,5.0,2.0
plearn.csv,1.0,22.0,7.0,1.0,7.0,5.0,4.0,1.0,0.0,10.0
psrchive.csv,8.0,0.0,0.0,11.0,2.0,12.0,4.0,1.0,1.0,0.0
re2c.csv,1.0,0.0,15.0,3.0,2.0,13.0,0.0,4.0,3.0,12.0
rebecca-aiml.csv,0.0,0.0,18.0,4.0,1.0,19.0,0.0,1.0,0.0,0.0
xfce.csv,4.0,13.0,1.0,2.0,0.0,12.0,4.0,0.0,3.0,11.0
