,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.39,0.83,0.43,0.0,0.04,0.09,0.32,0.41,0.37,0.63
aubit4gl.csv,0.08,0.67,0.36,0.15,0.7,0.17,0.39,0.06,0.81,0.2
liferea.csv,0.78,0.17,0.64,0.69,0.3,0.52,0.21,0.57,0.17,0.17
moving-pictures.csv,0.54,0.5,0.71,0.15,0.54,0.3,0.57,0.1,0.24,0.4
opensim4opencog.csv,0.58,0.33,0.64,0.62,0.78,0.65,0.5,0.45,0.48,0.53
plearn.csv,0.64,0.33,0.5,0.46,0.07,0.39,0.39,0.39,0.46,0.37
psrchive.csv,0.64,0.5,0.86,0.69,0.87,0.52,0.5,0.76,0.78,0.33
re2c.csv,0.34,1.0,0.57,0.31,0.28,0.35,0.68,0.3,0.76,0.27
rebecca-aiml.csv,0.46,0.67,0.79,0.85,0.83,0.65,0.89,0.5,0.83,0.63
xfce.csv,0.63,0.5,0.71,0.54,0.69,0.83,0.75,0.68,0.89,0.87
