,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.63,0.6,0.88,0.5,0.58,0.71,0.59,0.8,0.98,0.51,0.63,0.97,0.83
avifile.csv,0.97,0.94,0.89,0.85,0.89,0.73,0.8,0.65,0.57,0.47,0.65,0.67,0.41
baadengine.csv,0.49,0.36,0.49,0.41,0.43,0.43,0.54,0.36,0.36,0.37,0.35,0.33,0.36
gdis.csv,0.52,0.76,0.41,0.58,0.47,0.76,0.54,0.46,0.47,0.44,0.59,0.51,0.37
gogoego.csv,0.47,0.4,0.34,0.48,0.52,0.53,0.49,0.61,0.41,0.38,0.35,0.36,0.28
impala.csv,0.99,0.42,0.74,0.58,0.49,0.52,0.67,0.57,0.51,0.95,0.69,0.83,0.73
jgameai.csv,0.0,0.94,0.0,0.83,0.83,0.81,0.88,0.95,0.97,0.0,0.0,0.86,0.89
jhotdraw.csv,0.49,0.47,0.38,0.49,0.43,0.56,0.0,0.38,0.85,0.6,0.63,0.56,0.58
patterntesting.csv,0.42,0.36,0.44,0.42,0.38,0.51,0.54,0.37,0.39,0.57,0.37,0.35,0.49
pokeglobal.csv,0.44,0.37,0.36,0.57,0.41,0.42,0.54,0.43,0.36,0.64,0.37,0.42,0.43
werx.csv,0.42,0.42,0.37,0.41,0.41,0.49,0.54,0.38,0.36,0.43,0.36,0.33,0.36
zealos.csv,0.99,0.8,0.75,0.92,0.5,0.88,0.6,0.95,0.94,0.89,0.9,0.75,0.63
