,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.53,0.72,0.05,0.75,0.54,0.53,0.39,0.47,0.21,0.66,0.54,0.14,0.37
avifile.csv,0.02,0.96,0.06,0.0,0.14,0.53,0.04,0.46,0.43,0.52,0.39,0.23,0.45
baadengine.csv,0.8,0.13,0.3,0.09,0.64,0.56,0.0,0.3,0.0,0.63,0.0,0.09,0.0
gdis.csv,0.66,0.23,0.56,0.0,0.59,0.53,0.36,0.49,0.54,0.0,0.58,0.47,0.86
gogoego.csv,0.46,0.0,0.0,0.87,0.53,0.45,0.8,0.51,0.51,0.58,0.21,0.45,0.75
impala.csv,0.16,0.57,0.38,0.9,0.45,0.52,0.48,0.46,0.51,0.12,0.42,0.55,0.41
jgameai.csv,0.0,0.63,0.01,0.0,0.12,0.6,0.33,0.07,0.06,0.04,0.05,0.05,0.11
jhotdraw.csv,0.33,0.56,0.6,0.51,0.13,0.43,0.0,0.13,0.62,0.4,0.6,0.61,0.36
patterntesting.csv,0.0,0.2,0.0,0.09,0.61,0.24,0.45,0.32,0.5,0.69,0.38,0.45,0.6
pokeglobal.csv,0.3,0.21,0.0,0.92,0.71,0.39,0.0,0.66,0.21,0.67,0.51,0.53,0.0
werx.csv,0.05,0.47,0.97,0.0,0.13,0.09,0.0,0.24,0.0,0.0,0.17,0.17,0.0
zealos.csv,0.16,0.0,0.02,0.0,0.06,0.18,0.74,0.1,0.06,0.2,0.3,0.0,0.34
