,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.5,0.21,0.35,0.15,0.56,0.4,0.26,0.23,0.45,0.11,0.2,0.87,0.77,0.1,0.52,0.69,0.11,0.36
arm-webradio.csv,0.65,0.27,0.23,0.18,0.66,0.48,0.25,0.71,0.43,0.1,0.0,0.88,0.6,0.14,0.58,0.75,0.06,0.66
bwapi.csv,0.6,0.09,0.12,0.09,0.53,0.37,0.3,0.07,0.29,0.12,0.21,0.82,0.58,0.05,0.57,0.94,0.1,0.13
co-ode-owl-plugins.csv,0.57,0.3,0.23,0.14,0.66,0.45,0.8,0.59,0.48,0.11,0.1,0.89,0.49,0.05,0.64,0.75,0.11,0.69
firebreath.csv,0.79,0.22,0.17,0.16,0.63,0.56,0.56,0.14,0.44,0.13,0.13,0.92,0.6,0.14,0.8,0.68,0.13,0.24
frogatto.csv,0.8,0.18,0.13,0.14,0.64,0.48,0.34,0.09,0.45,0.19,0.22,0.89,0.65,0.05,0.76,0.56,0.16,0.24
gretl.csv,0.74,0.22,0.21,0.19,0.56,0.4,0.25,0.23,0.43,0.11,0.16,0.9,0.66,0.09,0.52,0.77,0.08,0.51
jasperreports.csv,0.64,0.12,0.12,0.09,0.47,0.39,0.28,0.06,0.15,0.19,0.23,0.84,0.66,0.3,0.29,1.0,0.05,0.0
konversation.csv,0.8,0.24,0.36,0.2,0.81,0.57,0.33,0.17,0.36,0.13,0.19,0.93,0.56,0.09,0.82,0.8,0.09,0.12
linuxsh.csv,0.7,0.3,0.0,0.25,0.67,0.4,0.0,0.61,0.58,0.09,0.0,0.94,0.5,0.0,0.62,0.74,0.0,0.7
moviesandbox.csv,0.61,0.3,0.18,0.12,0.72,0.46,0.29,0.48,0.56,0.14,0.5,0.91,0.38,0.03,0.62,0.73,0.13,0.5
ontomorphtab.csv,0.81,0.17,0.15,0.15,0.6,0.41,0.29,0.07,0.43,0.15,0.13,0.89,0.61,0.13,0.56,0.74,0.07,0.25
opengs.csv,0.82,0.71,0.33,0.26,0.65,0.46,1.0,0.91,0.61,0.13,0.0,0.96,0.52,0.04,0.7,0.81,0.32,1.0
scite-ru.csv,0.63,0.19,0.14,0.12,0.57,0.39,0.38,0.16,0.47,0.11,0.22,0.88,0.6,0.05,0.55,0.78,0.09,0.27
tokratan.csv,0.79,0.23,0.28,0.23,0.7,0.45,1.0,0.4,0.79,0.25,0.13,0.89,0.62,0.05,1.0,0.94,0.23,0.17
vrjuggler.csv,0.79,0.14,0.25,0.16,0.75,0.67,0.28,0.16,0.18,0.19,0.3,0.89,0.75,0.17,0.55,0.79,0.22,0.51
wxcode.csv,0.91,0.08,0.33,0.3,0.62,0.5,0.53,0.25,1.0,0.5,0.21,0.92,0.63,0.12,1.0,1.0,0.3,0.05
xuggle.csv,0.75,0.18,0.21,0.28,0.64,0.46,0.39,0.1,0.57,0.21,0.12,0.86,0.65,0.05,0.61,0.78,0.22,0.37
