,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv,skia.csv,tencompetence.csv
bulmages.csv,81.0,154.0,0.0,71.0,100.0,66.0,79.0,19.0,71.0,82.0,93.0,154.0,101.0,0.0,124.0,322.0,68.0,0.0
codeblocks.csv,2.0,0.0,2.0,0.0,0.0,2.0,0.0,127.0,0.0,19.0,8.0,3.0,0.0,0.0,8.0,7.0,5.0,0.0
grisbi.csv,0.0,5.0,2.0,0.0,4.0,2.0,0.0,88.0,0.0,14.0,5.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0
libmesh.csv,0.0,1.0,0.0,0.0,4.0,1.0,0.0,83.0,1.0,16.0,4.0,0.0,0.0,3.0,4.0,322.0,68.0,0.0
mesa3d.csv,1.0,0.0,0.0,0.0,100.0,1.0,0.0,59.0,3.0,82.0,93.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
panda3d.csv,1.0,0.0,1.0,0.0,0.0,5.0,0.0,818.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
proftp.csv,0.0,0.0,0.0,2.0,3.0,0.0,0.0,18.0,0.0,2.0,93.0,3.0,0.0,0.0,0.0,5.0,3.0,3.0
qmmp.csv,0.0,0.0,1.0,0.0,1.0,4.0,1.0,77.0,0.0,14.0,25.0,3.0,0.0,1.0,0.0,5.0,5.0,0.0
red5.csv,0.0,4.0,1.0,0.0,0.0,2.0,4.0,17.0,0.0,16.0,11.0,3.0,0.0,0.0,3.0,2.0,4.0,0.0
skia.csv,0.0,0.0,0.0,3.0,4.0,0.0,0.0,818.0,0.0,1.0,93.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
soar.csv,0.0,5.0,2.0,0.0,0.0,2.0,0.0,113.0,0.0,17.0,12.0,3.0,0.0,0.0,2.0,2.0,6.0,0.0
super-tux.csv,0.0,5.0,0.0,0.0,0.0,2.0,0.0,69.0,0.0,18.0,12.0,3.0,0.0,0.0,2.0,2.0,6.0,1.0
t-2.csv,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
tart.csv,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,15.0,93.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0
tcvp.csv,0.0,1.0,65.0,71.0,100.0,66.0,79.0,0.0,71.0,82.0,93.0,154.0,101.0,55.0,124.0,322.0,68.0,257.0
tencompetence.csv,0.0,1.0,2.0,0.0,10.0,1.0,1.0,88.0,0.0,82.0,9.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
utgb.csv,0.0,0.0,0.0,1.0,0.0,3.0,0.0,39.0,0.0,12.0,4.0,0.0,0.0,0.0,3.0,12.0,2.0,0.0
xbrlapi.csv,0.0,0.0,2.0,0.0,2.0,0.0,0.0,97.0,3.0,82.0,4.0,2.0,0.0,1.0,1.0,322.0,0.0,0.0
