,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.91,0.49,0.94,0.02,0.87,0.85,0.4,0.67,0.82,0.85,0.85,0.34
autowikibrowser.csv,0.27,0.2,0.37,0.4,0.24,0.34,0.26,0.47,0.09,0.0,0.39,0.56
cities3d.csv,0.2,0.8,0.63,0.74,0.68,0.0,0.59,0.19,0.18,0.44,0.28,0.12
firebird.csv,0.27,0.26,0.04,0.34,0.22,0.37,0.46,0.7,0.64,0.48,0.28,0.41
hydrogen.csv,0.11,0.11,0.23,0.12,0.06,0.14,0.01,0.23,0.03,0.09,0.14,0.12
lphant.csv,0.49,0.54,0.6,0.43,0.43,0.48,0.6,0.44,0.0,0.44,0.55,0.81
qgo.csv,0.2,0.0,0.18,0.16,0.03,0.33,0.13,0.33,0.42,0.3,0.18,0.12
quickfast.csv,0.22,0.31,0.32,0.29,0.03,0.31,0.18,0.37,0.55,0.41,0.34,0.03
rhex.csv,0.0,0.09,0.32,0.09,0.13,0.06,0.05,0.05,0.03,0.48,0.06,0.16
rocrail.csv,0.05,0.03,0.37,0.14,0.09,0.1,0.09,0.07,0.27,0.41,0.01,0.12
xined.csv,0.19,0.74,0.2,0.54,0.28,0.07,0.27,0.0,0.18,0.3,0.15,0.31
yield.csv,0.7,0.51,0.59,0.61,0.0,0.89,0.45,0.81,0.73,0.65,0.86,0.56
