,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.91,0.5,0.96,0.07,0.93,0.91,0.59,0.78,0.85,0.88,0.85,0.4
autowikibrowser.csv,0.57,0.39,0.59,0.55,0.55,0.49,0.41,0.68,0.42,0.05,0.41,0.65
cities3d.csv,0.62,0.82,0.71,0.84,0.85,0.11,0.62,0.63,0.79,0.89,0.91,0.73
firebird.csv,0.88,0.45,0.06,0.56,0.52,0.49,0.83,0.76,0.66,0.62,0.39,0.6
hydrogen.csv,0.68,0.48,0.62,0.7,0.86,0.43,0.01,0.74,0.86,0.69,0.39,0.67
lphant.csv,0.65,0.64,0.66,0.57,0.52,0.5,0.65,0.49,0.0,0.53,0.56,0.83
qgo.csv,0.7,0.0,0.61,0.65,0.81,0.44,0.52,0.52,0.69,0.52,0.53,0.69
quickfast.csv,0.55,0.54,0.58,0.62,0.71,0.51,0.53,0.88,0.71,0.48,0.6,0.05
rhex.csv,0.08,0.84,0.66,0.79,0.8,0.62,0.69,0.8,0.96,0.73,0.68,0.84
rocrail.csv,0.67,0.8,0.67,0.69,0.74,0.47,0.51,0.6,0.69,0.61,0.05,0.78
xined.csv,0.61,0.88,0.75,0.75,0.77,0.57,0.51,0.0,0.84,0.81,0.48,0.73
yield.csv,0.72,0.52,0.65,0.66,0.03,0.89,0.49,0.82,0.74,0.66,0.86,0.57
