,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.14,0.6,0.49,0.97,0.42,0.07,0.18,0.17,0.39,0.43,0.23,0.77
autowikibrowser.csv,0.21,0.74,0.61,0.46,0.67,0.15,0.3,0.2,0.81,1.0,0.38,0.64
cities3d.csv,0.24,0.47,0.54,0.31,0.4,1.0,0.18,0.33,0.45,0.29,0.12,0.76
firebird.csv,0.08,0.68,0.96,0.48,0.69,0.15,0.1,0.19,0.46,0.51,0.42,0.67
hydrogen.csv,0.31,0.8,0.67,0.58,0.69,0.28,0.94,0.23,0.75,0.74,0.56,0.8
lphant.csv,0.15,0.51,0.57,0.45,0.6,0.14,0.17,0.3,1.0,0.56,0.31,0.61
qgo.csv,0.2,1.0,0.71,0.57,0.86,0.17,0.38,0.3,0.42,0.61,0.44,0.79
quickfast.csv,0.25,0.61,0.64,0.47,0.9,0.15,0.31,0.11,0.4,0.6,0.29,0.98
rhex.csv,1.0,0.62,0.59,0.55,0.59,0.38,0.5,0.5,0.5,0.43,0.58,0.62
rocrail.csv,0.5,0.86,0.56,0.57,0.74,0.34,0.47,0.57,0.47,0.52,0.95,0.73
xined.csv,0.25,0.38,0.59,0.33,0.49,0.36,0.25,1.0,0.4,0.41,0.5,0.62
yield.csv,0.15,0.62,0.57,0.41,1.0,0.09,0.22,0.2,0.44,0.52,0.24,0.7
