,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.43,0.47,0.43,0.63,0.53,0.39,0.59,0.46,0.43,0.41,0.47,0.35
autowikibrowser.csv,0.57,0.41,0.39,0.42,0.5,0.51,0.46,0.36,0.5,0.48,0.32,0.36
cities3d.csv,0.86,0.38,0.54,0.54,0.68,0.97,0.62,0.83,0.91,0.88,0.96,0.82
firebird.csv,0.71,0.54,0.48,0.49,0.54,0.54,0.63,0.38,0.38,0.45,0.45,0.51
hydrogen.csv,0.77,0.45,0.46,0.64,0.92,0.74,0.76,0.46,0.75,0.68,0.52,0.55
lphant.csv,0.53,0.51,0.47,0.49,0.56,0.51,0.71,0.44,0.5,0.45,0.39,0.41
qgo.csv,0.65,0.43,0.51,0.64,0.86,0.58,0.71,0.5,0.5,0.46,0.56,0.68
quickfast.csv,0.58,0.46,0.42,0.51,0.75,0.55,0.69,0.56,0.4,0.36,0.42,0.37
rhex.csv,0.91,0.88,0.54,1.0,0.86,0.97,0.9,0.75,0.5,0.67,0.92,0.92
rocrail.csv,0.88,0.86,0.5,0.67,0.83,0.98,0.59,0.86,0.76,0.57,0.68,0.73
xined.csv,0.85,0.55,0.81,0.61,0.89,0.98,0.72,0.9,0.9,0.93,0.62,0.73
yield.csv,0.43,0.34,0.36,0.41,0.52,0.34,0.48,0.39,0.35,0.33,0.41,0.32
