,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.46,0.27,0.27,0.56,0.62,0.06,0.97,0.43,0.53,0.72
empserver.csv,0.48,0.18,0.24,0.57,0.96,0.17,0.36,0.54,0.52,0.58
enlightenment.csv,0.59,0.23,0.23,0.99,0.45,0.07,0.37,0.66,0.46,0.46
ffigo.csv,0.6,0.21,0.31,0.59,0.63,0.12,0.46,1.0,0.5,0.38
ildjit.csv,0.1,0.95,0.07,0.05,0.1,0.0,0.17,0.03,0.13,0.14
jfreereport.csv,0.54,0.38,0.96,0.61,0.51,0.12,0.29,0.61,0.55,0.72
mplayer-ce.csv,0.71,0.39,0.23,0.67,0.6,0.17,0.36,0.68,0.97,0.71
psycle.csv,0.98,0.47,0.24,0.68,0.59,0.13,0.39,0.64,0.56,0.68
wikipediardware.csv,0.72,0.33,0.25,0.68,0.6,0.19,0.37,0.72,0.59,0.99
wxjs.csv,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0
