,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,wxjs.csv,cortex-vfx.csv,ffigo.csv,mplayer-ce.csv,wikipediardware.csv
cortex-vfx.csv,0.0,16.0,7.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0
empserver.csv,2.0,19.0,0.0,0.0,0.0,18.0,1.0,0.0,4.0,1.0
enlightenment.csv,5.0,8.0,1.0,0.0,1.0,12.0,2.0,3.0,2.0,0.0
ffigo.csv,0.0,9.0,0.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0
ildjit.csv,4.0,0.0,10.0,0.0,0.0,97.0,0.0,0.0,3.0,0.0
jfreereport.csv,0.0,11.0,0.0,1.0,1.0,36.0,12.0,2.0,0.0,0.0
mplayer-ce.csv,0.0,11.0,4.0,1.0,2.0,44.0,3.0,1.0,0.0,0.0
psycle.csv,0.0,6.0,2.0,1.0,2.0,18.0,12.0,0.0,1.0,2.0
wikipediardware.csv,0.0,14.0,2.0,2.0,0.0,26.0,10.0,0.0,0.0,0.0
wxjs.csv,268.0,125.0,1341.0,2.0,68.0,0.0,355.0,119.0,627.0,51.0
