,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.68,0.9,0.94,0.8,0.9,0.93,0.71,0.8,0.86,0.53
cubefs.csv,0.55,0.43,0.54,0.49,0.36,0.52,0.5,0.49,0.69,0.42
iaml.csv,0.49,0.8,0.47,0.47,0.86,0.59,0.57,0.85,0.34,0.42
ivataopenportal.csv,0.56,0.67,0.82,0.57,0.92,0.57,0.79,0.49,0.74,0.57
mb-unit.csv,0.59,0.5,0.53,0.44,0.38,0.46,0.55,0.53,0.42,0.4
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0
nova.csv,0.74,0.69,0.93,0.62,0.93,0.74,0.66,0.55,0.8,0.74
openwbem.csv,0.64,0.72,0.6,0.48,0.54,0.48,0.5,0.54,0.42,0.52
xcmetadataservicestoolkit.csv,0.51,0.0,0.45,0.52,0.4,0.49,0.43,0.93,0.46,0.38
