,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.42,0.0,0.6,0.44,0.78,0.61
kftpgrabber.csv,0.33,0.24,0.11,0.86,0.34,0.28,0.36
kindb.csv,0.73,0.72,0.78,0.6,0.34,0.38,0.51
m-a-d-n-e-s-s.csv,0.42,0.67,0.84,0.31,0.77,0.4,0.3
netatalk.csv,0.6,0.64,0.63,0.57,0.71,0.6,0.66
quickfast.csv,0.5,0.13,0.58,0.59,0.62,0.65,0.78
wow-qrsk.csv,0.82,0.48,0.0,0.54,0.55,0.53,0.13
