,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,1.0,0.9,1.0,0.73,0.87,0.27,0.68
kftpgrabber.csv,0.72,0.81,0.91,0.28,0.71,0.82,0.74
kindb.csv,0.43,0.48,0.27,0.76,0.72,0.74,0.58
m-a-d-n-e-s-s.csv,0.63,0.4,0.24,0.74,0.38,0.67,0.76
netatalk.csv,0.71,0.58,0.7,0.67,0.41,0.7,0.67
quickfast.csv,0.82,0.97,0.49,0.76,0.65,0.71,0.33
wow-qrsk.csv,0.3,0.63,1.0,0.54,0.79,0.66,0.89
