,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.77,0.0,0.71,0.84,0.14,0.62
kftpgrabber.csv,0.14,0.1,0.0,0.26,0.0,0.31,0.28
kindb.csv,0.35,0.42,0.12,0.76,0.05,0.37,0.22
m-a-d-n-e-s-s.csv,0.09,0.18,0.19,0.08,0.32,0.18,0.12
netatalk.csv,0.66,0.48,0.69,0.53,0.29,0.63,0.66
quickfast.csv,0.82,0.97,0.12,0.76,0.58,0.71,0.25
wow-qrsk.csv,0.25,0.28,0.0,0.19,0.79,0.46,0.0
