,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.89,0.0,0.0,0.64,0.0,0.0,0.0,0.88,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
exl.csv,0.53,0.51,0.4,0.44,0.34,0.45,0.64,0.55,0.43,0.76,0.64,0.49,0.5,0.43,0.46,0.55,0.42,0.46
ildjit.csv,0.96,0.75,0.5,0.98,0.8,0.76,0.0,0.89,0.8,0.0,0.97,0.0,0.5,0.67,0.9,0.83,0.0,0.89
konversation.csv,0.94,0.92,0.67,0.99,0.85,0.75,0.67,0.67,0.89,0.89,0.96,0.91,0.71,0.83,0.91,0.95,0.41,0.88
ltp.csv,0.46,0.66,0.49,0.72,0.82,0.89,0.53,0.69,0.74,0.74,0.98,0.64,0.6,0.9,0.66,0.66,0.75,0.64
mcmc-jags.csv,0.63,0.42,0.36,0.75,0.39,0.8,0.58,0.58,0.45,0.93,0.69,0.48,0.41,0.83,0.54,0.64,0.46,0.4
micomt.csv,0.53,0.62,0.46,0.45,0.45,0.92,0.55,0.65,0.42,0.68,0.88,0.91,0.46,0.92,0.55,0.68,0.52,0.49
migen.csv,0.7,0.67,0.47,0.89,0.53,0.67,0.86,0.67,0.88,0.86,0.72,0.44,0.45,0.89,0.76,0.96,0.46,0.54
moviesandbox.csv,0.68,0.53,0.48,0.99,0.48,0.8,0.8,0.59,0.55,0.94,0.92,0.91,0.5,0.9,0.94,0.9,0.46,0.57
nebuladevice.csv,0.91,0.7,0.89,0.98,0.79,0.7,0.75,0.91,0.94,0.46,0.97,0.88,0.8,0.53,0.93,0.92,0.75,0.58
opengs.csv,0.36,0.71,0.41,0.37,0.56,0.0,0.8,0.46,0.65,0.92,0.97,0.38,0.53,0.75,0.53,0.9,0.36,0.43
openxava.csv,0.38,0.49,0.45,0.52,0.41,0.5,0.57,0.47,0.46,0.4,0.6,0.94,0.54,0.55,0.43,0.47,0.41,0.54
passwordsafe.csv,0.42,0.58,0.4,0.41,0.45,0.82,0.65,0.49,0.5,0.57,0.73,0.51,0.41,0.86,0.4,0.61,0.5,0.48
phonon-vlc-mplayer.csv,0.55,0.55,0.36,0.45,0.43,0.68,0.56,0.49,0.58,0.38,0.9,0.71,0.38,0.95,0.48,0.6,0.43,0.46
sepgsql.csv,0.94,0.0,0.75,0.96,0.92,0.83,0.75,0.8,0.0,0.92,0.89,0.5,0.75,0.86,0.67,0.83,0.0,0.83
tcl.csv,0.97,0.9,0.88,0.9,0.9,0.95,0.91,0.96,0.91,0.51,0.99,0.98,0.86,0.65,0.62,0.91,0.89,0.97
unflobtactical.csv,0.64,0.56,0.42,0.99,0.44,0.83,0.55,0.59,0.53,0.92,0.64,0.39,0.49,0.88,0.93,0.64,0.44,0.46
