,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.05,0.0,0.0,0.19,0.06,0.0,0.0,0.16,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.48,0.38,0.62,0.09,0.62,0.39,0.13,0.27,0.6,0.36,0.34,0.19,0.53,0.3,0.42,0.53,0.99,0.1
ildjit.csv,0.07,0.0,0.04,0.12,0.15,0.2,0.0,0.95,0.0,0.0,0.06,0.0,0.0,0.0,0.16,0.03,0.0,0.17
konversation.csv,0.03,1.0,0.42,0.04,0.38,0.32,0.0,0.0,0.25,0.17,0.3,0.37,0.46,0.0,0.15,0.32,0.55,0.1
ltp.csv,0.98,0.23,0.56,0.08,0.35,0.17,0.06,0.1,0.21,0.35,0.39,0.06,0.57,0.41,0.34,0.39,0.46,0.08
mcmc-jags.csv,0.52,0.33,0.72,0.08,0.61,1.0,0.1,0.15,0.58,0.22,0.64,0.2,0.72,0.43,0.28,0.46,0.83,0.03
micomt.csv,0.53,0.29,0.74,0.11,0.53,0.67,0.09,0.19,0.63,0.38,0.65,0.3,0.55,0.96,0.11,0.56,0.67,0.05
migen.csv,0.48,0.44,0.62,0.12,1.0,0.22,0.25,0.45,0.38,0.04,0.49,0.3,0.62,0.18,0.19,0.37,0.84,0.1
moviesandbox.csv,0.54,0.38,0.98,0.19,0.51,0.4,0.0,0.12,0.61,0.29,0.69,0.52,0.6,0.61,0.06,0.41,0.66,0.05
nebuladevice.csv,0.02,0.5,0.23,0.12,0.42,0.24,0.22,0.1,0.17,0.53,0.11,0.42,0.36,0.22,1.0,0.14,0.09,0.05
opengs.csv,0.62,0.48,0.6,0.11,0.49,0.12,0.18,0.35,0.97,0.31,0.49,0.3,0.48,0.24,0.13,0.38,0.78,0.07
openxava.csv,0.66,0.28,0.55,0.07,0.52,0.26,0.08,0.42,0.57,0.58,0.14,1.0,0.41,0.24,0.32,0.49,0.63,0.07
passwordsafe.csv,0.7,0.33,0.72,0.09,0.6,0.23,0.1,0.19,0.6,0.46,0.57,0.18,0.62,0.44,0.34,0.95,0.81,0.02
phonon-vlc-mplayer.csv,0.58,0.33,0.75,0.1,0.59,0.3,0.08,0.28,0.6,0.67,0.97,0.28,0.75,0.48,0.18,0.44,0.83,0.07
sepgsql.csv,0.05,0.0,0.08,0.9,0.09,0.19,0.0,0.06,0.0,0.19,0.41,0.11,0.15,0.1,0.0,0.16,0.0,0.0
tcl.csv,0.13,0.07,0.12,0.1,0.14,0.12,0.0,0.22,0.09,0.95,0.19,0.03,0.19,0.21,0.22,0.25,0.16,0.0
unflobtactical.csv,0.57,0.35,0.58,0.13,0.6,0.48,0.1,0.13,0.4,0.12,0.32,0.19,1.0,0.38,0.2,0.37,0.68,0.08
