,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,0.8,1.0,0.91,0.65,0.98,0.86,0.56,0.85,0.86,0.71,0.84,0.0,0.92,0.66,0.0,0.69,0.79,1.0,0.76
fbmanager.csv,0.0,0.49,0.12,0.75,0.12,0.35,0.5,0.66,0.45,0.24,0.21,0.57,0.44,0.41,0.41,0.5,0.31,0.68,0.21,0.17
fleet-simulator.csv,0.55,0.69,0.38,0.45,0.79,0.72,0.93,0.6,0.79,0.78,0.43,0.94,0.72,0.72,0.58,0.0,0.27,0.79,1.0,0.24
hannosset.csv,0.06,0.1,0.0,0.27,0.17,0.09,0.29,0.37,0.26,0.04,0.0,0.0,0.06,0.12,0.09,0.0,0.45,0.11,0.16,0.04
hydrate.csv,0.23,0.05,0.38,0.45,0.2,0.36,0.14,0.05,0.12,0.2,0.43,0.07,0.17,0.34,0.2,0.0,0.33,0.26,0.0,0.0
jgossipforum.csv,0.0,0.02,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,0.16,0.77,0.25,0.71,0.57,0.33,0.36,0.8,0.82,0.59,0.64,0.72,0.33,0.6,0.76,0.12,0.65,0.05,0.79,0.54
madman.csv,0.0,0.02,0.0,0.08,0.0,0.13,0.0,0.0,0.03,0.0,0.0,0.06,0.06,0.04,0.02,0.0,0.0,0.05,0.0,0.0
mediaportal.csv,0.0,0.93,0.0,0.07,0.98,0.11,0.86,0.87,0.84,0.08,0.07,0.1,0.78,0.01,0.11,1.0,0.22,0.84,0.26,0.98
ninject.csv,0.1,0.82,0.25,0.32,0.53,0.26,0.43,0.23,0.27,0.12,0.14,0.0,0.5,0.13,0.06,0.12,0.0,0.42,0.21,0.39
officefloor.csv,0.0,0.93,0.0,0.0,0.97,0.01,0.79,0.56,0.8,0.06,0.07,0.01,0.72,0.03,0.05,1.0,0.04,0.84,0.0,0.98
ontopia.csv,0.74,1.0,1.0,0.55,0.65,0.84,0.0,0.88,0.87,0.8,1.0,0.81,0.33,0.69,0.8,1.0,0.96,0.84,0.79,0.76
poormans.csv,0.58,0.08,0.88,0.23,0.35,0.46,0.64,0.05,0.14,0.61,0.57,0.28,0.33,0.52,0.0,0.0,0.15,0.21,0.47,0.06
power-architect.csv,0.52,0.89,0.62,0.86,0.47,0.45,0.64,0.65,0.59,0.65,0.0,0.42,0.56,0.84,0.71,1.0,0.71,0.89,1.0,0.96
powerfolder.csv,0.0,0.0,0.0,0.03,0.01,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.11,0.05,0.02,0.0,0.0,0.05,0.0,0.0
stuproa-cims.csv,0.58,0.25,0.25,0.47,0.01,0.45,0.57,0.62,0.4,0.53,0.71,0.35,0.17,0.61,0.23,0.0,0.71,0.37,0.79,0.69
tart.csv,0.03,0.0,0.25,0.09,0.15,0.0,0.07,0.37,0.07,0.02,0.0,0.19,0.44,0.04,0.21,0.0,0.38,0.0,0.0,0.11
uface.csv,0.94,0.59,0.62,0.7,0.59,0.82,0.71,0.53,0.81,0.86,0.71,0.8,0.78,0.88,0.73,0.12,0.75,0.63,0.84,0.0
wxlua.csv,0.71,0.93,0.25,0.8,0.88,0.56,0.5,0.65,0.88,0.82,0.71,0.9,0.78,0.59,0.73,0.12,1.0,0.74,0.74,0.89
