,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.46,0.4,0.51,0.46,0.43,0.36,0.33,0.66,0.35,0.42,0.33,0.41,0.39,0.39,0.58,0.36,0.44,0.48,0.37,0.42
fbmanager.csv,0.5,0.6,0.8,0.55,0.8,0.53,0.4,0.4,0.57,0.67,0.61,0.39,0.44,0.57,0.54,0.48,0.7,0.57,0.59,0.57
fleet-simulator.csv,0.43,0.42,0.67,0.39,0.34,0.38,0.36,0.43,0.32,0.35,0.39,0.35,0.44,0.36,0.39,0.3,0.56,0.44,0.38,0.39
hannosset.csv,0.86,0.83,0.83,0.85,0.97,0.88,0.81,0.75,0.84,0.67,0.75,0.83,0.8,0.99,0.93,0.8,0.58,0.9,0.8,0.87
hydrate.csv,0.79,0.75,0.7,0.72,0.83,0.59,0.93,0.9,0.94,0.91,0.48,0.86,0.48,0.47,0.56,0.86,0.62,0.53,0.41,0.91
jgossipforum.csv,0.5,0.0,0.0,0.9,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.86,0.88,0.0,0.0,0.0,0.0,0.0,0.67
jruby.csv,0.91,0.4,0.9,0.44,0.45,0.86,0.51,0.47,0.35,0.39,0.37,0.38,0.47,0.41,0.44,0.35,0.46,0.48,0.4,0.44
madman.csv,0.67,0.0,0.0,0.99,0.75,0.92,0.0,0.0,0.75,0.88,0.0,0.75,0.83,0.97,0.75,0.0,0.0,0.83,0.67,0.94
mediaportal.csv,0.0,0.4,0.5,0.99,0.37,0.9,0.4,0.46,0.43,0.75,0.92,0.88,0.56,0.99,0.95,0.34,0.92,0.56,0.67,0.46
ninject.csv,0.89,0.45,0.95,0.53,0.56,0.68,0.54,0.98,0.78,0.88,0.88,0.0,0.61,0.81,0.94,0.42,0.8,0.66,0.47,0.78
officefloor.csv,0.0,0.4,0.67,0.97,0.38,0.0,0.42,0.6,0.45,0.67,0.9,0.0,0.57,0.96,0.86,0.34,0.5,0.6,0.5,0.46
ontopia.csv,0.39,0.37,0.47,0.5,0.49,0.38,0.37,0.43,0.39,0.38,0.35,0.37,0.73,0.4,0.44,0.36,0.38,0.48,0.39,0.43
poormans.csv,0.69,0.83,0.57,0.56,0.71,0.59,0.49,0.92,0.8,0.56,0.62,0.82,0.5,0.52,0.77,0.33,0.89,0.57,0.5,0.95
power-architect.csv,0.92,0.42,0.71,0.51,0.58,0.73,0.45,0.61,0.56,0.6,0.41,0.84,0.49,0.42,0.59,0.35,0.52,0.48,0.38,0.48
powerfolder.csv,0.0,0.0,0.5,0.98,0.67,0.0,0.5,0.0,0.8,0.0,0.75,0.0,0.88,0.98,0.8,0.0,0.0,0.75,0.67,0.0
stuproa-cims.csv,0.71,0.81,0.96,0.45,0.77,0.62,0.37,0.47,0.6,0.52,0.33,0.79,0.46,0.35,0.74,0.39,0.48,0.53,0.4,0.5
tart.csv,0.67,0.0,0.58,0.99,0.97,0.8,0.8,0.83,0.89,0.0,0.75,0.93,0.68,0.96,0.96,0.88,0.86,0.0,0.0,0.91
uface.csv,0.46,0.49,0.54,0.38,0.42,0.37,0.34,0.51,0.32,0.46,0.43,0.45,0.36,0.4,0.42,0.34,0.39,0.44,0.44,0.37
wxlua.csv,0.48,0.4,0.52,0.56,0.41,0.4,0.43,0.59,0.38,0.42,0.5,0.38,0.43,0.64,0.65,0.38,0.38,0.55,0.41,0.47
