,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.63,0.04,0.95,0.05,0.38,0.1,0.76,0.02,0.09,0.28,0.72,0.14,1.0,0.31,0.34,0.76,0.21,0.87,0.78,0.78
fbmanager.csv,1.0,0.0,0.27,0.06,0.53,0.15,0.65,0.06,0.07,0.26,0.42,0.2,0.65,0.36,0.38,0.6,0.24,0.68,0.52,0.59
fleet-simulator.csv,0.56,0.05,0.33,0.09,0.39,0.11,0.7,0.06,0.08,0.3,0.74,0.16,0.63,0.34,0.43,1.0,0.26,0.86,0.72,0.85
hannosset.csv,0.24,0.0,0.13,0.04,0.2,0.0,0.45,0.04,0.0,0.18,0.14,1.0,0.13,0.13,0.08,0.17,0.06,0.12,0.11,0.41
hydrate.csv,0.29,0.4,0.31,0.05,0.25,0.1,0.29,0.0,0.27,0.11,0.55,0.31,0.54,0.39,0.47,0.23,0.23,0.4,0.98,0.18
jgossipforum.csv,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.22,0.0,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.05
jruby.csv,0.27,0.04,0.16,0.07,0.42,0.0,0.54,0.04,0.07,0.32,0.7,0.19,0.67,0.34,0.37,0.93,0.22,0.99,0.72,0.76
madman.csv,0.16,0.0,0.02,0.08,0.14,0.11,0.03,0.0,0.0,1.0,0.04,0.0,0.32,0.15,0.05,0.0,0.0,0.08,0.17,0.29
mediaportal.csv,0.0,0.03,0.04,0.12,0.38,0.0,0.82,0.03,0.02,0.0,0.36,0.14,0.61,0.85,0.19,0.93,0.11,0.82,0.42,0.74
ninject.csv,0.28,0.04,0.35,0.09,0.31,0.13,0.72,0.0,0.15,0.25,0.19,0.29,0.53,0.39,0.38,0.71,1.0,0.75,0.52,0.38
officefloor.csv,0.0,0.0,0.07,0.87,0.37,0.0,0.8,0.05,0.0,0.0,0.28,0.0,0.61,0.12,0.0,0.93,0.0,0.78,0.11,0.74
ontopia.csv,0.7,0.03,0.88,0.05,0.29,0.1,0.99,0.05,0.04,0.29,0.84,0.18,0.48,0.33,0.35,0.87,0.16,0.85,0.7,0.78
poormans.csv,0.49,0.29,0.87,0.09,0.29,0.12,0.55,0.11,0.24,0.19,0.41,0.21,0.52,0.31,0.94,0.91,0.14,0.43,0.71,0.28
power-architect.csv,0.33,0.04,0.81,0.06,0.43,0.04,0.73,0.01,0.1,0.14,1.0,0.11,0.69,0.29,0.31,0.88,0.13,0.89,0.75,0.68
powerfolder.csv,0.0,0.0,0.04,0.12,0.07,0.0,0.03,0.0,1.0,0.0,0.1,0.0,0.18,0.22,0.1,0.0,0.0,0.05,0.17,0.0
stuproa-cims.csv,0.4,0.12,0.42,0.08,0.96,0.09,0.81,0.06,0.14,0.16,0.68,0.24,0.59,0.37,0.34,0.83,0.13,0.68,0.74,0.71
tart.csv,0.11,0.0,0.76,0.05,0.19,1.0,0.1,0.02,0.0,0.0,0.14,0.1,0.52,0.08,0.0,0.26,0.07,0.02,0.06,0.08
uface.csv,0.65,0.05,0.92,0.07,0.43,0.12,0.89,0.05,0.06,0.28,0.78,0.15,0.78,0.31,0.4,0.94,0.2,0.74,0.68,1.0
wxlua.csv,0.6,0.03,0.99,0.03,0.32,0.17,0.85,0.03,0.09,0.29,0.58,0.16,0.77,0.19,0.24,0.83,0.15,0.79,0.69,0.75
