,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.35,0.22,0.0,0.11,0.29,0.15,0.21,0.07
apolloplayer.csv,0.14,0.58,0.01,0.45,0.65,0.29,0.21,0.06
k3d.csv,0.22,0.07,0.0,0.11,0.22,0.55,0.0,0.03
kowari.csv,0.25,0.33,0.07,0.39,0.59,0.23,0.36,0.09
redshell.csv,0.17,0.3,0.0,0.0,0.86,0.24,0.15,0.05
rtb-team.csv,0.05,0.38,0.0,0.71,0.2,0.11,0.11,0.18
xreal.csv,0.08,0.12,0.0,0.45,0.36,0.18,0.08,0.77
