,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,99.0,411.5,98.5,2151.0,144.0,93.5,156.0,906.0,197.5,411.5,99.0,1622.5,351.0,85.5,98.5,386.0,197.5
baadengine.csv,99.0,2664.5,99.0,3188.5,97.5,96.5,192.0,1071.5,99.0,622.5,99.0,1622.5,794.5,97.5,98.5,386.0,99.0
bibedt.csv,97.5,531.0,99.0,1372.5,97.5,96.5,94.5,771.0,99.0,69.5,99.0,612.0,239.5,97.5,97.5,189.0,96.5
exl.csv,97.5,2221.5,98.5,2716.5,272.5,99.0,94.5,780.5,197.5,1065.0,99.0,113.0,252.5,457.5,167.0,145.5,98.5
gdis.csv,99.0,802.0,99.0,2980.0,97.5,93.5,192.0,876.0,99.0,1893.0,99.0,538.5,248.5,97.5,98.5,386.0,99.0
gogoego.csv,97.5,1509.5,99.0,1648.5,97.5,96.5,192.0,386.0,99.0,1300.5,96.5,244.0,259.5,97.5,98.5,173.0,79.5
httpcontentparser.csv,198.0,1747.0,99.0,1532.5,97.5,93.5,74.5,581.5,99.0,161.0,98.5,1787.5,536.0,97.5,0.0,93.5,93.5
jaxlib.csv,99.0,706.0,99.0,2861.5,94.5,96.5,94.5,586.5,99.0,1621.5,99.0,118.0,165.0,273.5,88.5,444.5,98.5
jgameai.csv,99.0,1039.0,68.5,375.5,94.5,91.5,446.0,336.0,198.0,148.0,99.0,639.0,336.0,298.0,96.5,73.5,98.5
jhotdraw.csv,198.0,1677.5,99.0,3843.5,191.0,99.0,120.0,1069.5,98.5,1161.0,99.0,1447.5,336.0,97.5,97.5,130.0,99.0
loki-lib.csv,99.0,1391.0,99.0,3035.0,97.5,96.5,94.5,871.5,99.0,627.5,99.0,866.5,440.5,363.0,98.5,93.5,161.0
patterntesting.csv,198.0,2759.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,339.0,99.0,1622.5,612.5,97.5,98.5,287.5,99.0
pokeglobal.csv,198.0,2470.5,99.0,667.5,97.5,195.0,192.0,389.5,99.0,1070.5,99.0,1503.5,794.5,97.5,309.0,696.0,99.0
werx.csv,198.0,2610.5,99.0,4544.0,97.5,99.0,192.0,1267.0,99.0,1893.0,99.0,1622.5,794.5,97.5,98.5,386.0,99.0
xbg.csv,198.0,541.0,0.0,508.5,218.0,109.0,183.0,1040.5,97.5,1260.5,816.5,339.5,403.5,97.5,97.5,138.5,99.0
zealos.csv,99.0,2054.5,99.0,2509.5,94.5,93.5,94.5,1267.0,198.0,806.5,99.0,992.5,252.5,186.0,98.5,386.0,99.0
