,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.58,0.77,0.83,0.72,0.46,0.37,0.66,0.64,0.62,0.57,0.56,1.0,0.54,0.6,0.91
firebird.csv,0.25,0.6,0.49,0.97,0.6,0.46,0.31,0.53,0.88,0.57,0.52,0.44,0.33,0.4,0.77
flylegacy.csv,0.83,0.03,1.0,0.85,0.7,0.68,0.69,0.31,0.81,0.54,0.61,0.31,0.46,0.7,0.95
gzigzag.csv,0.5,0.73,0.54,0.37,0.17,0.44,0.97,0.49,0.5,0.79,0.5,0.14,0.17,0.3,0.5
hydrogen.csv,0.25,0.43,0.24,0.35,0.16,0.14,0.07,0.27,1.0,0.21,0.24,0.06,0.09,0.3,0.55
mcore3d.csv,0.67,0.5,0.52,0.48,0.98,0.63,0.66,0.51,0.56,0.39,0.47,0.56,0.6,0.5,0.41
nabu-library.csv,0.92,0.8,0.68,0.63,0.93,0.87,0.9,0.73,0.94,0.68,0.77,0.69,0.99,0.7,0.95
ogrehg.csv,0.33,0.33,0.25,0.37,0.33,0.4,0.45,0.42,0.44,0.43,0.99,0.19,0.16,0.8,0.59
qgo.csv,0.58,0.97,0.87,0.66,0.56,0.33,0.59,0.47,0.62,0.89,0.54,0.72,0.46,0.7,0.86
qtractor.csv,0.33,0.63,0.65,0.55,0.49,0.57,0.48,0.62,0.75,0.93,0.54,0.31,0.51,0.7,0.82
rhex.csv,1.0,0.67,0.37,0.34,0.21,0.37,0.41,0.56,0.44,0.36,0.27,0.0,0.34,0.2,0.55
rocrail.csv,0.17,0.23,0.24,0.33,0.09,0.08,0.24,0.24,0.44,0.39,0.19,0.03,0.07,0.3,1.0
webdriver.csv,0.5,0.5,0.25,0.23,0.4,0.57,0.55,0.98,0.62,0.43,0.5,0.19,0.27,0.8,0.77
xined.csv,0.0,0.9,0.35,0.15,0.1,0.1,0.62,0.44,0.44,0.46,0.28,0.22,0.63,0.9,0.36
yield.csv,0.92,0.77,0.76,0.6,0.69,0.97,0.93,0.91,0.81,0.75,0.66,0.81,0.73,0.6,0.95
