,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.71,0.82,0.35,1.0,0.21,0.19,0.93,0.78,0.5,0.5,0.7
gabel.csv,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.8,0.0,0.0,1.0
javaprofiler.csv,0.41,0.72,0.29,0.38,0.1,0.18,0.71,0.69,0.35,0.36,1.0
jmoney.csv,1.0,0.85,0.3,0.59,0.1,0.25,0.91,0.82,0.67,0.61,1.0
mycila.csv,0.0,1.0,0.67,0.0,0.14,1.0,1.0,0.74,0.0,0.0,0.76
neodatis-odb.csv,0.45,0.79,1.0,0.38,0.17,0.12,0.74,0.67,0.26,0.42,0.74
servicestack.csv,0.26,0.72,0.37,0.5,0.1,0.2,0.87,0.79,1.0,0.47,0.77
sqlpower-library.csv,0.33,1.0,0.38,0.4,0.11,0.2,0.67,0.74,0.41,0.38,0.71
synecdoche.csv,0.5,0.7,0.31,0.5,0.22,0.25,0.84,0.74,0.15,1.0,0.67
tmva.csv,0.44,0.75,0.32,0.48,0.15,0.26,0.99,0.74,0.29,0.52,0.63
unicase.csv,0.47,0.85,0.32,0.34,0.08,0.27,0.75,0.99,0.36,0.42,0.58
