,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.1,0.29,0.34,0.0,0.24,0.31,0.07,0.25,0.15,0.16,0.17
gabel.csv,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0
javaprofiler.csv,0.41,0.47,0.67,0.86,0.58,0.64,0.75,0.45,0.24,0.63,0.0
jmoney.csv,0.0,0.18,0.3,0.2,0.28,0.14,0.05,0.3,0.04,0.16,0.0
mycila.csv,0.02,0.0,0.01,0.0,0.07,0.0,0.0,0.19,0.0,0.0,0.19
neodatis-odb.csv,0.29,0.35,0.0,0.43,0.21,0.17,0.42,0.33,0.61,0.44,0.39
servicestack.csv,0.61,0.65,0.74,0.2,0.59,0.76,0.18,0.31,0.0,0.19,0.42
sqlpower-library.csv,1.0,0.0,0.77,0.74,0.71,0.88,0.93,0.66,0.43,0.81,0.78
synecdoche.csv,0.1,0.41,0.13,0.37,0.2,0.21,0.17,0.32,0.24,0.0,0.14
tmva.csv,0.12,0.35,0.66,0.63,0.42,0.55,0.02,0.36,0.37,0.33,0.44
unicase.csv,0.44,0.24,0.54,0.66,0.75,0.45,0.52,0.02,0.15,0.51,0.81
