,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.47,0.33,0.56,0.11
pcgen.csv,0.53,0.64,0.27,0.29
selenium.csv,0.68,0.62,0.29,0.42
tolven.csv,0.71,0.7,0.1,0.52
