,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,195.5,94.5,99.0,282.5,93.5,1935.0,73.5,99.0,184.0,99.0,191.0,54.5,94.5
ivef-sdk.csv,195.5,96.5,99.0,96.5,95.5,55.5,709.0,36.5,97.5,99.0,214.0,98.5,88.5
jmri.csv,95.5,89.5,99.0,96.5,1079.0,55.5,521.0,99.0,97.5,99.0,93.5,189.0,94.5
jython.csv,294.0,91.5,99.0,96.5,586.5,1989.5,709.0,99.0,97.5,99.0,93.5,98.5,94.5
kdenlive.csv,294.0,98.5,99.0,96.5,97.5,2104.5,823.5,99.0,97.5,99.0,192.0,98.5,94.5
opentibia.csv,286.0,98.5,99.0,94.5,97.5,104.0,919.5,198.0,97.5,69.5,192.0,98.5,98.5
projectfactory.csv,86.5,98.5,99.0,153.0,97.5,758.5,342.5,99.0,97.5,96.5,192.0,95.5,98.5
runuomondains.csv,96.5,89.5,99.0,96.5,95.5,2338.0,721.0,198.0,97.5,96.5,94.5,95.5,94.5
somap.csv,294.0,98.5,99.0,96.5,97.5,2396.5,1019.5,99.0,97.5,99.0,192.0,98.5,98.5
taverna.csv,96.5,98.5,97.5,96.5,97.5,564.5,756.5,38.5,97.5,96.5,184.5,95.5,94.5
tigermud.csv,96.5,94.5,99.0,185.0,97.5,114.0,261.5,137.5,555.5,99.0,192.0,98.5,98.5
unbvision.csv,195.0,92.5,99.0,96.5,1003.0,2396.5,531.0,99.0,97.5,96.5,192.0,98.5,94.5
x-ray-mule.csv,191.0,96.5,99.0,91.5,97.5,0.0,531.0,36.5,185.0,99.0,77.5,98.5,98.5
