,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.75,0.57,0.57,0.83,0.44,0.61,0.58,0.34,0.52,0.35,0.66,0.66,0.36,0.4
encog-cs.csv,0.67,0.47,0.26,0.0,0.45,0.38,0.32,0.0,0.7,0.36,0.05,0.26,0.17,0.63
extprosys.csv,0.73,0.0,0.62,0.71,0.0,0.66,0.37,0.4,0.5,0.0,0.7,0.53,0.35,0.4
intact.csv,0.0,0.39,0.49,0.65,0.63,0.68,0.18,0.39,0.45,0.53,0.75,0.23,0.31,0.36
japano.csv,0.0,0.0,0.58,0.26,0.54,0.53,0.0,0.72,0.3,0.48,0.26,0.37,0.17,0.66
lockss.csv,0.97,0.34,0.11,0.06,0.13,0.04,0.16,0.37,0.21,0.64,0.59,0.12,0.0,0.25
officefloor.csv,0.83,0.17,0.18,0.5,0.25,0.27,0.04,0.45,0.44,0.27,0.65,0.06,0.12,0.44
opennms.csv,0.85,0.0,0.11,0.26,0.72,0.34,0.52,0.22,0.36,0.6,0.38,0.59,0.12,0.06
primefaces.csv,0.0,0.47,0.0,0.55,0.55,0.49,0.3,0.59,0.48,0.05,0.48,0.59,0.71,0.54
rohxel.csv,0.88,0.28,0.49,0.26,0.24,0.34,0.64,0.49,0.15,0.11,0.19,0.49,0.56,0.06
roolo.csv,0.0,0.57,0.48,0.53,0.44,0.48,0.3,0.42,0.48,0.46,0.39,0.76,0.49,0.53
sevenupdate.csv,0.05,0.77,0.0,0.0,0.29,0.0,0.0,0.0,0.21,0.44,0.05,0.13,0.0,0.0
web-cat.csv,0.0,0.44,0.53,0.5,0.5,0.65,0.49,0.48,0.2,0.54,0.55,0.47,0.49,0.79
