,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.02,0.89,0.32,0.97,0.21,0.4,0.82,0.92,0.35,0.2,0.04,0.42,0.68,0.28
encog-cs.csv,0.01,0.89,0.25,0.86,0.26,0.32,0.77,0.93,0.55,0.23,0.03,0.26,0.59,0.43
extprosys.csv,0.01,0.86,0.39,0.91,0.27,0.37,0.76,0.9,0.42,0.19,0.04,0.35,0.57,0.35
intact.csv,0.0,0.85,0.32,0.93,0.33,0.51,0.86,1.0,0.53,0.21,0.05,0.24,0.48,0.43
japano.csv,0.0,0.88,0.31,0.87,0.29,0.31,0.77,0.96,0.36,0.19,0.02,0.35,0.58,0.45
lockss.csv,0.06,1.0,0.38,1.0,0.3,0.33,1.0,0.91,0.55,0.31,0.08,0.29,0.0,0.36
officefloor.csv,0.02,1.0,0.25,0.92,0.3,0.32,1.0,0.91,0.4,0.2,0.06,0.17,0.8,0.3
opennms.csv,0.02,0.81,0.45,0.92,0.5,0.43,0.76,1.0,0.43,0.3,0.05,0.41,0.67,0.25
primefaces.csv,0.0,0.89,0.28,0.88,0.27,0.26,0.74,0.94,0.32,0.19,0.03,0.38,0.82,0.38
rohxel.csv,0.02,1.0,0.32,0.92,0.21,0.31,0.84,0.97,0.89,0.22,0.02,0.47,0.6,1.0
roolo.csv,0.0,0.89,0.29,0.87,0.28,0.28,0.71,0.91,0.31,0.16,0.03,0.65,0.6,0.38
sevenupdate.csv,0.01,0.97,0.28,0.88,0.24,0.29,0.78,0.93,0.36,0.15,0.03,0.35,0.6,0.38
web-cat.csv,0.0,0.95,0.36,0.88,0.24,0.35,0.75,0.92,0.35,0.18,0.03,0.3,0.56,0.68
