,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,1.0,0.69,0.6,0.84,0.46,0.6,0.59,0.73,0.76,0.95,0.68,0.95,0.32,0.42
encog-cs.csv,1.0,0.84,0.77,0.85,0.82,1.0,0.87,0.9,0.71,0.32,1.0,0.6,0.95,0.79
extprosys.csv,1.0,0.78,0.62,0.93,1.0,0.73,0.33,0.5,0.47,1.0,0.79,0.55,0.32,0.37
intact.csv,0.0,0.59,0.47,0.65,0.68,0.67,0.15,0.34,0.41,0.91,0.89,0.2,0.28,0.32
japano.csv,0.0,0.94,0.85,0.83,0.86,0.87,0.95,0.78,0.91,0.82,0.79,0.9,0.9,0.74
lockss.csv,1.0,0.29,0.09,0.05,0.11,0.03,0.13,0.34,0.18,0.64,0.55,0.1,0.0,0.21
officefloor.csv,1.0,0.14,0.15,0.47,0.21,0.23,0.03,0.5,0.41,0.23,0.63,0.05,0.1,0.53
opennms.csv,1.0,0.53,0.09,0.22,0.71,0.3,0.67,0.18,0.32,0.59,0.34,0.6,0.1,0.05
primefaces.csv,0.0,0.86,1.0,0.7,0.71,0.6,0.74,0.74,0.62,1.0,0.84,0.75,0.7,0.63
rohxel.csv,1.0,0.24,0.47,0.22,0.21,0.3,0.67,0.45,0.12,0.09,0.16,0.45,0.65,0.05
roolo.csv,0.0,0.69,0.87,0.66,0.93,0.77,0.26,0.42,0.52,0.64,0.89,0.75,0.82,0.79
sevenupdate.csv,1.0,0.76,1.0,1.0,0.82,1.0,1.0,1.0,0.97,0.45,1.0,0.95,1.0,1.0
web-cat.csv,0.0,0.39,0.51,0.75,0.64,0.77,0.54,0.54,0.91,0.64,0.84,0.5,0.62,0.79
