,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.21,0.38,0.86,0.05,0.55,0.27,0.43,0.12,0.29,0.99,0.25,0.4
miranda-icq.csv,0.19,0.42,0.6,0.06,0.68,0.13,0.51,0.11,0.41,0.99,0.3,0.56
pclasses.csv,0.38,0.42,0.0,0.0,0.5,0.0,0.25,0.5,0.0,1.0,0.28,0.4
pfaedit.csv,0.0,0.52,0.91,0.12,0.85,0.0,0.57,0.33,0.17,1.0,0.29,0.5
rockbox.csv,0.24,0.45,1.0,0.13,0.74,0.24,0.51,0.21,0.28,1.0,0.32,0.64
theresa.csv,0.0,0.44,0.71,0.21,0.73,0.0,0.61,0.13,0.26,1.0,0.32,0.88
thrust.csv,0.0,0.2,1.0,0.0,0.61,0.36,0.38,0.1,0.17,1.0,0.32,0.24
tktoolkit.csv,0.0,0.31,0.67,0.0,0.63,0.31,0.54,0.4,0.13,0.99,0.18,0.44
trinitycore.csv,0.23,0.43,1.0,0.1,0.6,0.25,0.52,0.17,0.37,1.0,0.36,0.56
tzod.csv,0.09,0.5,0.62,0.2,0.68,0.17,0.53,0.12,0.26,0.99,0.31,0.44
yaprm.csv,0.16,0.59,0.0,0.15,0.84,0.26,0.69,0.19,0.57,0.99,0.33,0.44
