,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.65,0.37,0.83,0.66
n2cms.csv,0.35,0.54,0.91,0.64
nassp.csv,0.74,0.72,0.7,0.32
nug.csv,0.84,0.81,0.26,0.69
