,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,1.0,0.64,0.2,0.21,0.41
chrysalis.csv,1.0,0.56,0.0,1.0,0.54
mobicents.csv,0.67,1.0,0.17,0.36,0.43
snakeyaml.csv,0.5,0.46,1.0,0.06,0.3
xamj.csv,0.5,0.64,0.31,0.19,1.0
