,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.98,0.6,0.76,0.6,0.55
chrysalis.csv,0.09,0.21,0.0,0.97,0.16
mobicents.csv,0.39,0.98,0.54,0.35,0.57
snakeyaml.csv,0.56,0.44,0.84,0.22,0.43
xamj.csv,0.58,0.61,0.66,0.26,0.98
