,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.0,1.0,12.0,19.0,15.0
chrysalis.csv,0.0,0.0,205.0,0.0,0.0
mobicents.csv,0.0,0.0,19.0,3.0,0.0
snakeyaml.csv,0.0,0.0,0.0,34.0,0.0
xamj.csv,5.0,0.0,3.0,7.0,0.0
