,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,gnupdate.csv,libtorrent.csv,sigil.csv,salasaga.csv,xtreemfs.csv,moast.csv
gnupdate.csv,0.78,0.42,0.17,0.33,0.82,0.5,0.92,0.68,0.19,0.91,0.91
ikvm.csv,0.55,0.75,0.03,0.24,0.65,0.11,0.84,0.35,0.15,0.7,0.67
libtorrent.csv,0.74,0.46,0.07,0.31,0.74,0.21,0.93,0.63,0.19,0.88,0.91
mcmc-jags.csv,0.73,0.42,0.05,0.61,0.76,0.19,0.87,0.69,0.24,0.87,0.9
moast.csv,0.61,0.3,0.05,0.26,0.72,0.19,0.79,0.58,0.15,0.86,1.0
olap-navigator.csv,0.96,0.41,0.08,0.53,0.84,0.53,0.96,0.72,0.17,0.91,0.89
pidgin.csv,0.85,0.48,0.11,0.67,0.84,0.45,0.89,0.84,0.17,0.92,0.94
salasaga.csv,0.65,0.42,0.05,0.31,0.81,0.2,0.83,0.87,0.33,0.88,0.8
sepgsql.csv,0.97,0.4,0.11,0.5,0.88,0.47,1.0,0.88,0.25,0.97,0.97
sigil.csv,0.87,0.36,0.18,0.8,0.86,0.58,0.93,0.9,0.32,0.91,0.89
xtreemfs.csv,0.88,0.5,0.06,0.38,0.74,0.28,0.93,0.81,0.18,0.94,0.95
