,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.0,0.67,0.74,0.6,0.7,0.67,0.49,0.0
jlinalg.csv,0.82,0.32,0.43,0.59,0.54,0.79,0.64,0.13
jmule.csv,0.66,0.67,0.72,0.76,0.8,0.67,0.75,0.88
knowledge.csv,0.81,0.61,0.6,0.39,0.87,0.6,0.66,0.61
massiv.csv,0.17,0.35,0.41,0.0,0.0,0.99,0.12,0.25
ng4j.csv,0.51,0.64,0.7,0.75,0.78,0.71,0.73,0.2
playerstage.csv,0.51,0.71,0.76,0.75,0.74,0.53,0.76,0.2
superwaba.csv,0.3,0.73,0.67,0.54,0.61,0.52,0.47,0.38
