,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.72,0.47,0.55,0.33,0.33,0.84
lazarus-ccr.csv,0.76,0.49,0.54,0.38,0.12,0.87
lcfizvtop.csv,0.41,0.65,0.39,0.35,0.6,0.55
migen.csv,0.37,0.67,0.08,0.21,0.38,0.73
mvnforum.csv,0.0,0.46,0.54,0.34,0.09,0.51
plplot.csv,0.59,0.55,0.42,0.62,0.28,0.78
