,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.01,0.24,0.0,0.86,0.0,0.06,0.01,0.08,0.03,0.03,0.01,0.0,0.02,0.0,0.14
codeblocks.csv,0.24,0.67,0.98,0.67,0.35,0.48,0.67,0.94,0.39,1.0,0.79,0.19,0.1,0.22,0.06,1.0,0.18
ctrlr.csv,0.12,0.01,0.09,0.24,0.16,0.19,1.0,0.0,0.03,0.27,0.03,0.16,0.09,0.06,0.11,0.27,0.14
free-evolution.csv,0.52,0.99,0.78,0.81,0.21,0.52,0.52,0.61,0.67,0.12,0.91,0.5,0.57,0.28,0.47,0.55,0.36
fulguro.csv,0.1,0.2,0.09,0.05,0.12,0.19,0.24,0.06,0.2,0.27,0.06,0.03,0.0,0.05,0.2,1.0,0.05
gisgraphy.csv,0.33,0.36,0.29,0.52,0.33,0.29,0.52,0.39,0.45,0.65,0.55,0.38,0.19,0.16,0.13,0.27,0.91
ipfire-wall.csv,0.29,0.42,0.13,0.1,0.35,0.19,0.05,1.0,0.33,0.04,0.18,0.03,0.25,0.22,0.2,0.09,0.41
jruby.csv,0.36,0.47,0.36,0.24,0.26,0.29,0.24,0.44,0.09,0.27,0.33,0.09,0.08,1.0,0.07,0.45,0.09
l2j.csv,0.64,0.83,0.66,0.57,0.56,0.76,0.43,0.83,0.74,0.42,0.61,0.69,1.0,0.63,0.34,0.64,0.77
ldview.csv,0.4,0.85,0.23,0.95,0.56,0.14,0.05,0.22,0.47,0.38,0.21,0.16,0.26,0.4,0.2,0.55,0.36
libmesh.csv,0.19,0.11,0.09,0.24,0.21,0.43,0.33,0.22,0.36,0.88,0.24,0.5,0.16,0.2,0.57,0.64,0.32
red5.csv,0.4,0.43,0.51,0.48,1.0,0.24,0.62,0.22,0.76,0.54,0.48,0.47,0.49,0.74,0.13,0.73,0.59
t-2.csv,0.6,0.53,0.45,0.81,0.37,0.52,0.81,0.5,0.9,0.77,0.64,0.62,0.57,0.28,0.87,1.0,0.91
tencompetence.csv,0.33,0.0,0.06,0.0,0.26,0.29,0.24,0.17,0.27,0.27,0.0,0.16,0.7,0.59,0.99,0.18,0.23
vdsf.csv,0.88,0.86,0.96,1.0,0.93,0.95,1.0,0.72,0.77,0.96,1.0,0.94,0.95,0.88,0.99,1.0,0.91
xbrlapi.csv,0.98,0.95,0.53,0.62,0.74,0.38,0.43,0.44,0.67,0.85,0.58,0.38,0.42,0.6,0.64,1.0,0.41
xcf.csv,0.57,0.92,0.83,0.81,0.72,0.86,0.67,0.72,0.7,0.31,0.64,1.0,0.27,0.52,0.55,0.73,0.64
