,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.01,0.28,0.0,0.88,0.0,0.07,0.01,0.1,0.04,0.04,0.01,0.0,0.02,0.0,0.17
codeblocks.csv,0.28,0.63,0.98,0.62,0.39,0.49,0.62,0.44,0.43,0.43,0.46,0.23,0.12,0.26,0.07,0.52,0.21
ctrlr.csv,0.15,0.01,0.11,0.28,0.19,0.22,1.0,0.0,0.04,0.31,0.04,0.19,0.11,0.07,0.13,0.31,0.17
free-evolution.csv,0.48,0.17,0.39,0.62,0.24,0.5,0.51,0.56,0.67,0.14,0.93,0.52,0.57,0.32,0.49,0.51,0.4
fulguro.csv,0.12,0.24,0.11,0.06,0.15,0.22,0.28,0.07,0.24,0.31,0.07,0.04,0.0,0.06,0.24,1.0,0.06
gisgraphy.csv,0.37,0.38,0.33,0.53,0.37,0.33,0.53,0.35,0.48,0.55,0.55,0.41,0.22,0.19,0.15,0.3,0.93
ipfire-wall.csv,0.34,0.47,0.16,0.12,0.4,0.23,0.06,1.0,0.37,0.05,0.21,0.04,0.28,0.26,0.23,0.11,0.44
jruby.csv,0.39,0.47,0.41,0.28,0.3,0.33,0.28,0.49,0.11,0.3,0.37,0.11,0.1,0.99,0.09,0.49,0.11
l2j.csv,0.56,0.26,0.64,0.53,0.53,0.65,0.44,0.63,0.64,0.4,0.59,0.7,1.0,0.53,0.36,0.56,0.61
ldview.csv,0.44,0.26,0.27,0.95,0.57,0.17,0.06,0.26,0.49,0.41,0.24,0.19,0.3,0.41,0.23,0.58,0.39
libmesh.csv,0.22,0.13,0.11,0.28,0.25,0.46,0.38,0.25,0.39,0.89,0.27,0.44,0.18,0.24,0.55,0.49,0.36
red5.csv,0.41,0.47,0.49,0.43,0.99,0.27,0.59,0.25,0.75,0.56,0.5,0.5,0.5,0.62,0.16,0.45,0.57
t-2.csv,0.55,0.49,0.39,0.29,0.38,0.49,0.56,0.45,0.92,0.62,0.54,0.46,0.47,0.32,0.39,0.36,0.64
tencompetence.csv,0.37,0.0,0.07,0.0,0.29,0.33,0.27,0.2,0.3,0.31,0.0,0.19,0.43,0.53,0.99,0.21,0.25
vdsf.csv,0.34,0.88,0.13,0.0,0.13,0.09,0.0,0.13,0.53,0.0,0.05,0.0,0.13,0.37,0.05,0.17,0.24
xbrlapi.csv,0.98,0.17,0.51,0.62,0.49,0.41,0.44,0.46,0.37,0.54,0.52,0.42,0.42,0.55,0.6,0.78,0.43
xcf.csv,0.57,0.13,0.48,0.68,0.61,0.5,0.53,0.56,0.65,0.33,0.54,1.0,0.31,0.5,0.54,0.58,0.58
