,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,0.0,0.0,0.0,0.71,0.0,0.94,0.5,0.75,0.92,0.67,0.67,0.0,0.0,0.0,0.86,0.0,0.75
codeblocks.csv,0.76,0.41,0.43,0.48,0.54,0.6,0.59,0.37,0.5,0.5,0.47,0.75,0.95,0.62,0.95,0.46,0.85
ctrlr.csv,0.9,0.75,0.93,0.79,0.91,0.94,0.95,0.75,0.95,0.92,0.75,0.86,0.97,0.89,0.95,0.95,0.9
free-evolution.csv,0.53,0.27,0.47,0.57,0.73,0.75,0.71,0.5,0.56,0.85,0.83,0.54,0.62,0.67,0.89,0.55,0.67
fulguro.csv,0.8,0.99,0.94,0.75,0.86,0.96,0.95,0.5,0.99,0.92,0.83,0.0,0.67,0.83,0.98,0.91,0.8
gisgraphy.csv,0.84,0.54,0.95,0.65,0.82,0.88,0.68,0.49,0.8,0.66,0.72,0.75,0.97,0.96,0.98,0.68,0.8
ipfire-wall.csv,0.75,0.79,0.95,0.75,0.6,0.8,0.86,0.56,0.99,0.86,0.92,0.5,0.81,0.64,0.91,0.5,0.52
jruby.csv,0.53,0.43,0.57,0.69,0.67,0.52,0.57,0.57,0.99,0.45,0.67,0.75,0.94,0.48,0.95,0.69,0.68
l2j.csv,0.37,0.28,0.38,0.47,0.38,0.37,0.47,0.38,0.41,0.38,0.43,0.41,0.44,0.44,0.41,0.45,0.31
ldview.csv,0.54,0.28,0.92,0.67,0.43,0.91,0.86,0.88,0.51,0.63,0.88,0.86,0.7,0.49,0.74,0.93,0.52
libmesh.csv,0.9,0.99,0.93,0.92,0.93,0.64,0.94,0.82,0.89,0.92,0.88,0.65,0.87,0.96,0.83,0.55,0.9
red5.csv,0.47,0.55,0.59,0.67,0.42,0.64,0.7,0.72,0.51,0.87,0.58,0.6,0.71,0.51,0.79,0.42,0.46
t-2.csv,0.57,0.43,0.75,0.53,0.67,0.75,0.59,0.56,0.99,0.68,0.65,0.56,0.62,0.95,0.53,0.44,0.39
tencompetence.csv,0.85,0.0,0.86,0.0,0.83,0.9,0.92,0.83,0.75,0.85,0.88,0.93,0.52,0.72,0.63,0.94,0.56
vdsf.csv,0.41,0.99,0.42,0.47,0.34,0.45,0.45,0.41,0.56,0.49,0.45,0.4,0.4,0.49,0.46,0.43,0.34
xbrlapi.csv,0.54,0.27,0.61,0.74,0.4,0.77,0.68,0.6,0.52,0.57,0.59,0.76,0.63,0.6,0.68,0.52,0.48
xcf.csv,0.43,0.27,0.45,0.51,0.37,0.47,0.57,0.46,0.43,0.57,0.53,0.5,0.59,0.42,0.53,0.53,0.33
