,xbrlapi.csv,vdsf.csv,codeblocks.csv,ldview.csv,red5.csv,bulmages.csv,ctrlr.csv,ipfire-wall.csv,t-2.csv,libmesh.csv,free-evolution.csv,xcf.csv,l2j.csv,jruby.csv,tencompetence.csv,fulguro.csv,gisgraphy.csv
bulmages.csv,1.0,1.0,0.99,0.76,1.0,0.14,1.0,0.95,0.99,0.92,0.97,0.97,0.99,1.0,0.98,1.0,0.86
codeblocks.csv,0.78,0.59,0.03,0.61,0.72,0.71,0.61,0.87,0.67,0.87,0.86,0.82,0.9,0.81,0.95,0.82,0.84
ctrlr.csv,0.89,0.99,0.92,0.8,0.85,0.82,0.0,1.01,0.97,0.74,0.97,0.85,0.92,0.94,0.89,0.77,0.88
free-evolution.csv,0.79,0.96,0.9,0.7,0.91,0.74,0.71,0.69,0.48,0.91,0.09,0.64,0.6,0.81,0.65,0.75,0.67
fulguro.csv,0.91,0.8,0.94,0.96,0.89,0.84,0.8,0.94,0.81,0.74,0.94,0.97,1.0,0.95,0.82,0.0,0.96
gisgraphy.csv,0.72,0.81,0.74,0.63,0.73,0.76,0.65,0.97,0.65,0.74,0.65,0.74,0.85,0.87,0.94,0.87,0.09
ipfire-wall.csv,0.72,0.61,0.88,0.91,0.67,0.82,0.96,0.0,0.69,0.97,0.82,0.97,0.87,0.82,0.89,0.91,0.7
jruby.csv,0.74,0.74,0.65,0.79,0.78,0.77,0.81,0.58,0.92,0.9,0.74,0.91,0.92,0.05,0.94,0.61,0.98
l2j.csv,0.72,0.94,0.54,0.73,0.71,0.63,0.78,0.7,0.64,0.89,0.63,0.39,0.01,0.78,0.84,0.72,0.7
ldview.csv,0.66,0.94,0.81,0.05,0.58,0.86,0.96,0.79,0.66,0.72,0.85,0.85,0.76,0.79,0.86,0.53,0.75
libmesh.csv,0.86,0.89,0.91,0.79,0.81,0.66,0.68,0.85,0.78,0.13,0.84,0.86,1.02,0.81,0.66,0.83,0.74
red5.csv,0.79,0.65,0.75,0.88,0.07,0.84,0.64,0.86,0.37,0.58,0.67,0.63,0.67,0.68,0.9,0.87,0.65
t-2.csv,0.72,0.78,0.93,0.94,0.86,0.77,0.77,0.84,0.1,0.69,0.76,0.85,0.84,0.79,0.89,0.9,0.71
tencompetence.csv,0.74,1.0,0.94,1.0,0.85,0.74,0.84,0.84,0.89,0.78,1.0,0.91,0.88,0.75,0.01,0.84,0.98
vdsf.csv,0.91,0.14,0.98,1.0,0.97,0.98,1.0,1.01,0.8,1.0,0.99,1.0,0.97,0.9,0.99,0.96,0.94
xbrlapi.csv,0.02,0.97,0.73,0.54,0.83,0.77,0.75,0.72,0.93,0.8,0.77,0.69,0.83,0.71,0.64,0.59,0.77
xcf.csv,0.62,0.98,0.84,0.62,0.68,0.82,0.79,0.76,0.58,0.91,0.76,0.0,0.76,0.75,0.66,0.74,0.69
