,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.51,0.49,0.41,0.65,0.71,0.58,0.68,0.8,0.71,0.94,0.81,0.62
gdis.csv,0.81,0.65,0.44,0.58,0.51,0.6,0.59,0.59,0.21,1.12,0.8,0.71
kml.csv,0.45,0.98,0.8,0.57,0.31,0.9,0.93,0.96,0.51,0.97,0.94,1.0
ppcboot.csv,0.92,0.75,0.89,0.5,0.77,0.88,0.79,0.95,0.93,1.0,1.0,0.99
repositorium.csv,0.92,1.0,1.0,0.97,0.96,0.41,0.97,0.66,0.86,0.72,0.74,0.9
rsyslog.csv,0.4,0.76,0.47,0.72,0.68,0.79,0.64,0.64,0.47,0.99,0.6,1.0
simplewebservices.csv,0.81,0.94,0.52,0.98,0.92,0.92,0.73,0.51,0.62,0.69,0.79,0.51
ultimairis.csv,0.54,0.98,0.53,0.65,0.57,0.64,0.39,0.91,0.51,1.06,0.95,0.99
wow-qrsk.csv,0.92,0.57,0.3,0.67,0.86,1.0,0.98,0.88,0.88,0.62,0.97,0.75
wxstudio.csv,0.79,0.79,1.06,0.92,0.78,0.61,0.9,0.89,0.87,1.01,0.39,0.97
xbg.csv,0.82,0.98,0.98,0.61,0.89,0.91,0.7,0.36,0.98,1.16,0.92,0.81
xqilla.csv,0.96,1.0,0.83,0.9,0.96,0.92,0.91,0.94,0.88,0.06,0.74,0.87
