,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.42,0.43,0.5,0.86,0.39,0.3,0.5,0.62,0.34,0.62,0.42,0.42,0.18,0.2,0.59,0.64,0.0,0.44,0.55
fityk.csv,0.36,0.28,1.0,0.45,0.34,0.34,0.38,0.44,0.37,0.37,0.71,0.71,0.14,0.27,0.32,0.0,0.21,0.62,0.6
ivataopenportal.csv,0.42,0.31,0.5,0.55,0.56,0.02,0.5,0.5,0.53,0.49,0.19,0.36,0.18,0.67,0.59,0.68,0.26,0.44,0.68
lcfizvtop.csv,0.73,0.42,0.5,0.24,0.8,0.1,0.5,0.62,0.39,0.38,0.0,0.17,0.11,0.6,0.76,0.32,0.26,0.19,0.51
lite.csv,0.09,0.07,0.0,0.15,0.0,0.07,0.38,0.25,0.11,0.22,0.06,0.1,0.04,0.0,0.0,0.09,0.06,0.06,0.11
onotoa.csv,0.71,0.79,0.0,0.82,0.63,0.86,0.62,0.0,0.68,0.65,0.25,0.49,0.29,0.27,0.71,0.55,0.35,0.56,0.66
openwbem.csv,0.53,0.0,1.0,0.69,0.73,0.67,0.88,0.88,0.55,0.83,0.54,0.59,0.36,0.67,0.68,0.36,0.56,0.38,0.51
orc.csv,0.38,0.0,0.0,0.0,0.61,0.36,0.88,0.56,0.0,0.48,0.0,0.17,0.0,0.53,0.66,0.0,0.35,0.0,0.05
plato.csv,0.8,0.85,1.0,0.86,0.85,0.87,0.0,0.88,0.89,0.7,0.81,0.88,0.86,0.87,0.73,0.68,0.79,0.94,0.82
rodin-b-sharp.csv,0.22,0.09,1.0,0.16,0.2,0.02,0.12,0.25,0.16,0.0,0.12,0.32,0.04,0.07,0.05,0.23,0.26,0.44,0.03
ta3d.csv,0.82,0.62,0.0,0.96,0.85,0.71,0.75,0.81,0.71,0.87,0.96,0.85,0.86,0.8,0.76,0.91,0.74,0.0,0.83
tycho.csv,0.51,0.47,0.5,0.34,0.39,0.71,0.75,0.44,0.55,0.61,0.5,0.49,0.0,0.4,0.51,0.68,0.5,0.62,0.8
umber.csv,0.0,0.25,0.0,0.48,0.05,0.31,0.12,0.12,0.39,0.19,0.42,0.19,0.0,0.2,0.07,0.45,0.44,0.12,0.42
vienna-add-in.csv,0.58,0.87,1.0,0.94,0.02,0.93,0.88,0.62,0.95,0.88,0.98,0.95,0.96,0.67,0.61,0.95,0.79,0.75,0.97
wpdev.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93,1.0,0.93,1.0,1.0,0.94,1.0,1.0
xcmetadataservicestoolkit.csv,0.67,0.71,1.0,0.69,0.51,0.74,0.38,0.25,0.47,0.29,0.73,0.83,0.07,0.0,0.2,0.64,0.65,0.38,0.73
yarp0.csv,0.75,0.38,0.0,0.28,0.63,0.52,0.62,0.25,0.0,0.53,0.67,0.08,0.29,0.87,0.66,0.18,0.65,0.06,0.47
