,umber.csv,openwbem.csv,wpdev.csv,orc.csv,vienna-add-in.csv,ivataopenportal.csv,plato.csv,onotoa.csv,yarp0.csv,rodin-b-sharp.csv,lcfizvtop.csv,elynx.csv,tycho.csv,xcmetadataservicestoolkit.csv,lite.csv,fityk.csv,codesmith.csv,ta3d.csv,jfreechart.csv
codesmith.csv,0.09,0.57,0.76,0.19,0.47,0.47,0.58,0.67,0.43,0.5,0.32,0.0,0.43,0.38,0.53,0.67,0.99,0.6,0.0
fityk.csv,0.3,0.55,0.73,0.22,0.34,0.47,0.57,0.43,0.57,0.42,0.24,0.0,0.47,0.58,0.3,0.99,0.49,0.57,0.0
ivataopenportal.csv,0.55,0.55,0.62,0.18,0.42,0.99,0.82,0.55,0.4,0.28,0.4,0.0,0.6,0.51,0.41,0.54,0.34,0.42,0.0
lcfizvtop.csv,0.13,0.47,0.64,0.33,0.69,0.33,0.72,0.65,0.32,0.26,1.0,0.0,0.27,0.42,0.41,0.24,0.4,0.35,0.04
lite.csv,0.63,0.2,0.32,0.2,0.16,0.2,0.16,0.38,0.1,0.26,0.0,0.0,0.0,0.49,0.93,0.08,0.11,0.24,0.0
onotoa.csv,0.45,0.43,0.67,0.17,0.67,0.62,0.58,0.99,0.44,0.42,0.16,0.0,0.52,0.69,0.34,0.51,0.42,0.56,0.03
openwbem.csv,0.37,0.98,0.79,0.13,0.69,0.62,0.92,0.83,0.32,0.54,0.28,0.05,0.59,0.65,0.44,0.56,0.71,0.63,0.04
orc.csv,0.1,0.05,0.0,0.93,0.56,0.46,0.8,0.59,0.0,0.41,0.0,0.0,0.16,0.25,0.25,0.09,0.5,0.21,0.0
plato.csv,0.27,0.47,0.91,0.15,0.7,0.59,1.0,0.77,0.39,0.55,0.31,0.04,0.6,0.68,0.36,0.69,0.7,0.75,0.0
rodin-b-sharp.csv,0.52,0.2,0.69,0.23,0.3,0.1,0.57,0.46,0.17,0.99,0.0,0.0,0.0,0.36,0.0,0.22,0.49,0.29,0.4
ta3d.csv,0.4,0.54,0.78,0.15,0.69,0.64,0.75,0.83,0.44,0.5,0.3,0.04,0.72,0.76,0.41,0.78,0.74,0.99,0.02
tycho.csv,0.53,0.53,0.91,0.2,0.53,0.65,0.68,0.53,0.36,0.51,0.25,0.06,0.97,0.56,0.24,0.63,0.67,0.64,0.02
umber.csv,1.0,0.32,0.4,0.11,0.17,0.4,0.24,0.38,0.23,0.45,0.18,0.15,0.29,0.21,0.11,0.41,0.55,0.36,0.04
vienna-add-in.csv,0.43,0.53,0.94,0.17,0.99,0.63,0.78,0.76,0.45,0.48,0.32,0.03,0.71,0.8,0.43,0.81,0.72,0.79,0.02
wpdev.csv,0.41,0.53,1.0,0.19,0.8,0.68,0.86,0.9,0.46,0.53,0.31,0.04,0.71,0.84,0.42,0.8,0.75,0.8,0.02
xcmetadataservicestoolkit.csv,0.44,0.43,0.9,0.18,0.64,0.61,0.66,0.51,0.3,0.54,0.2,0.04,0.36,1.0,0.0,0.6,0.46,0.56,0.0
yarp0.csv,0.36,0.32,0.27,0.31,0.56,0.58,0.75,0.56,0.93,0.39,0.31,0.0,0.35,0.66,0.5,0.29,0.72,0.11,0.0
