,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.86,0.42,0.59,0.57,0.48,0.53,0.62,0.49,0.45,0.92,0.65
gabel.csv,0.67,0.75,0.94,0.75,0.88,0.79,0.93,0.98,0.5,0.0,0.0
javaprofiler.csv,0.88,0.92,0.68,0.42,0.46,0.8,0.48,0.8,0.83,0.38,0.48
jmoney.csv,0.56,0.61,0.93,0.7,0.56,0.86,0.67,0.52,0.75,0.75,0.92
mycila.csv,0.54,0.59,0.96,0.66,0.81,0.89,0.74,0.55,0.9,0.82,0.83
neodatis-odb.csv,0.49,0.53,0.78,0.5,0.59,0.83,0.76,0.6,0.66,0.71,0.6
servicestack.csv,0.8,0.68,0.59,0.0,0.67,0.73,0.73,0.98,0.71,0.0,0.92
sqlpower-library.csv,0.44,0.43,0.5,0.93,0.62,0.47,0.98,0.58,0.56,0.94,0.43
synecdoche.csv,0.61,0.5,0.53,0.58,0.67,0.69,0.68,0.63,0.91,0.62,0.52
tmva.csv,0.48,0.45,0.4,0.45,0.49,0.44,0.52,0.41,0.62,0.44,0.58
unicase.csv,0.44,0.43,0.43,0.4,0.47,0.67,0.5,0.44,0.89,0.36,0.52
