,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,4.0,0.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,3.0
gabel.csv,1.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,71.0,110.0
javaprofiler.csv,4.0,0.0,0.0,6.0,36.0,51.0,0.0,0.0,62.0,3.0,0.0
jmoney.csv,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
mycila.csv,4.0,0.0,0.0,4.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0
neodatis-odb.csv,17.0,0.0,0.0,1.0,26.0,4.0,0.0,1.0,0.0,0.0,0.0
servicestack.csv,0.0,0.0,3.0,56.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0
sqlpower-library.csv,16.0,0.0,0.0,1.0,15.0,8.0,1.0,2.0,0.0,0.0,0.0
synecdoche.csv,3.0,0.0,1.0,4.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0
tmva.csv,5.0,0.0,0.0,4.0,12.0,5.0,0.0,0.0,18.0,0.0,0.0
unicase.csv,12.0,0.0,0.0,4.0,42.0,7.0,0.0,0.0,2.0,3.0,0.0
