,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.2,0.47,0.41,0.03,0.42,0.62,0.22,0.38,0.46,0.12,0.42
gabel.csv,0.02,0.06,0.2,0.09,0.0,0.24,0.0,0.09,0.0,0.0,0.0
javaprofiler.csv,0.12,0.18,0.3,0.71,0.7,0.12,0.97,0.17,0.13,0.98,0.0
jmoney.csv,0.0,0.29,0.1,0.14,0.23,0.12,0.02,0.19,0.07,0.02,0.11
mycila.csv,0.29,0.59,0.27,0.6,0.37,0.0,0.45,0.65,0.2,0.16,0.61
neodatis-odb.csv,0.63,0.35,0.0,0.66,0.49,0.26,0.42,0.5,0.52,0.33,0.69
servicestack.csv,0.07,0.41,0.26,0.0,0.23,0.33,0.15,0.09,0.0,0.0,0.14
sqlpower-library.csv,0.76,0.06,0.66,0.2,0.6,0.79,0.07,0.54,0.46,0.19,0.64
synecdoche.csv,0.22,0.65,0.43,0.6,0.33,0.17,0.22,0.39,0.2,0.02,0.53
tmva.csv,0.37,0.65,0.91,0.69,0.7,0.6,0.02,0.88,0.54,0.49,0.56
unicase.csv,0.56,0.76,0.71,0.94,0.8,0.33,0.78,0.02,0.13,0.77,0.78
