,jmoney.csv,sqlpower-library.csv,neodatis-odb.csv,cuberok.csv,gabel.csv,mycila.csv,tmva.csv,unicase.csv,servicestack.csv,synecdoche.csv,javaprofiler.csv
cuberok.csv,0.43,0.8,0.26,0.95,0.15,0.24,0.86,0.82,0.36,0.62,0.59
gabel.csv,0.67,0.75,0.18,0.62,1.0,0.29,1.0,0.7,1.0,0.0,0.0
javaprofiler.csv,0.38,0.75,0.48,0.38,0.09,0.0,0.69,0.81,0.0,0.36,1.0
jmoney.csv,1.0,0.78,0.5,0.5,0.22,0.29,0.67,0.83,0.25,0.75,0.67
mycila.csv,0.5,0.69,0.3,0.34,0.06,1.0,0.73,0.7,0.1,0.68,0.37
neodatis-odb.csv,0.3,0.8,1.0,0.42,0.08,0.08,0.76,0.69,0.31,0.5,0.6
servicestack.csv,0.4,0.68,0.38,0.0,0.12,0.07,0.82,0.7,1.0,1.0,0.62
sqlpower-library.csv,0.28,0.98,0.34,0.53,0.08,0.13,0.91,0.69,0.34,0.53,0.74
synecdoche.csv,0.5,0.66,0.33,0.42,0.17,0.46,0.83,0.73,0.18,0.97,0.69
tmva.csv,0.44,0.74,0.33,0.45,0.11,0.22,0.99,0.72,0.22,0.49,0.65
unicase.csv,0.41,0.72,0.34,0.37,0.09,0.22,0.75,0.99,0.33,0.43,0.56
