,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.38,0.42,0.13,0.78,0.64,0.24,0.28,0.71,0.36,0.43
arsenal-1.csv,0.19,0.11,0.7,0.0,0.1,0.1,0.1,0.0,0.17,0.11
barracudamvc.csv,0.74,0.46,0.24,0.0,0.0,0.55,0.21,0.21,0.27,0.0
irplus.csv,0.61,0.59,0.26,0.67,0.73,0.35,0.66,0.8,0.63,0.53
lite.csv,0.31,0.36,0.64,0.21,0.52,0.21,0.32,0.77,0.36,0.45
mumble.csv,0.61,0.33,0.43,0.17,0.83,0.75,0.46,0.53,0.32,0.71
ontopia.csv,0.16,0.52,0.37,0.48,0.65,0.78,0.38,0.46,0.42,0.39
openintents.csv,0.34,0.66,0.42,0.58,0.33,0.42,0.57,0.65,0.37,0.5
ta3d.csv,0.32,0.16,0.42,0.06,0.1,0.29,0.24,0.16,0.09,0.62
tweetsharp.csv,0.39,0.46,0.51,0.54,0.66,0.5,0.48,0.26,0.75,0.49
