,jajuk.csv,autoopencas.csv,decidr.csv,columba.csv
autoopencas.csv,296.0,334.0,198.0,980.0
columba.csv,194.0,913.0,99.0,194.5
decidr.csv,198.0,3803.5,99.0,197.5
jajuk.csv,99.0,1769.0,99.0,297.0
