,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,1.0,0.63,1.0,1.0,0.67,1.0,0.91,0.67
biodwh.csv,0.22,0.25,0.32,0.2,0.33,0.2,0.07,0.83
brlcad.csv,0.77,0.47,0.47,0.66,0.25,0.48,0.82,0.33
critterding.csv,0.5,0.83,0.56,0.83,0.83,0.28,0.58,0.92
jmri.csv,0.07,0.67,0.62,0.34,0.5,0.84,0.12,0.75
nabu-library.csv,0.65,0.31,0.41,0.11,0.83,0.16,0.9,0.0
popeye-chess.csv,0.56,0.66,0.38,0.69,0.75,0.32,0.35,0.33
yarp.csv,0.0,0.4,0.12,0.43,0.17,0.64,0.51,0.33
