,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.39,0.04,0.52,0.25,0.91,0.5
chaperon.csv,0.29,0.27,0.42,1.0,0.32,0.52
mule.csv,0.68,0.02,0.25,0.25,0.73,0.75
nunit.csv,0.46,0.73,0.3,0.25,0.36,0.7
springside.csv,0.77,0.78,0.32,0.75,0.57,0.75
swtfox.csv,0.57,0.86,0.78,0.5,0.29,0.7
