,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.22,0.05,0.86,0.21,0.0,0.39
chaperon.csv,0.29,0.23,0.42,0.1,0.75,0.41
mule.csv,0.44,0.04,0.35,0.17,0.5,0.3
nunit.csv,0.27,0.38,0.6,0.38,0.0,0.29
springside.csv,0.51,0.33,0.57,0.73,0.25,0.34
swtfox.csv,0.65,0.94,0.28,0.67,1.0,0.65
