,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.65,0.96,0.98,0.78,0.09,0.63
chaperon.csv,0.77,0.77,0.71,0.1,1.01,0.63
mule.csv,0.54,0.98,0.83,0.77,0.57,0.39
nunit.csv,0.61,0.46,0.92,0.84,0.64,0.42
springside.csv,0.56,0.4,0.88,0.77,0.5,0.42
swtfox.csv,0.78,0.95,0.36,0.83,1.23,0.72
