,wpdev.csv,mb-unit.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,unicase.csv,mecat.csv
gwanted.csv,99.0,99.0,99.0,528.5,270.5,99.0,92.5
java-gnome.csv,93.5,98.5,191.0,2133.0,87.5,97.5,676.0
mb-unit.csv,99.0,99.0,1264.5,389.5,272.5,99.0,383.0
mecat.csv,99.0,81.5,91.5,95.5,81.5,99.0,92.5
rodin-b-sharp.csv,98.5,99.0,288.0,2548.0,362.0,99.0,1674.0
unicase.csv,99.0,99.0,99.0,587.5,458.5,99.0,383.0
wpdev.csv,99.0,99.0,99.0,684.0,648.5,99.0,383.0
