,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.39,0.44,0.06,0.21,0.11,0.5,0.19,0.49,0.93,0.25,0.15,0.25,0.24,0.28,0.5
fluidium.csv,0.31,0.51,0.14,0.31,0.43,0.52,0.11,0.26,0.26,0.19,0.37,0.42,0.21,0.99,0.15
guineu.csv,0.99,0.38,0.5,0.58,0.5,0.22,0.26,0.2,0.5,0.41,0.5,0.2,0.38,0.46,0.29
inkscape.csv,0.42,0.35,0.44,0.64,0.21,0.44,0.99,0.44,0.36,0.56,0.23,0.44,0.48,0.51,0.48
mpqc.csv,0.46,0.16,0.06,0.0,0.0,0.92,0.17,0.56,0.25,0.25,0.56,0.35,0.23,0.4,0.09
nsis.csv,0.5,0.24,0.0,0.17,0.0,0.25,0.32,0.26,0.65,0.24,1.0,0.0,0.56,0.35,0.39
octave.csv,0.39,0.52,0.62,0.54,0.88,0.28,0.54,0.42,0.31,0.4,0.24,0.44,0.44,0.34,0.45
owfs.csv,0.68,0.28,0.17,1.0,0.37,0.12,0.32,0.52,0.71,0.45,0.14,0.25,0.63,0.0,0.43
owlib.csv,0.68,0.99,0.53,0.66,0.55,0.33,0.47,0.48,0.63,0.55,0.37,0.44,0.57,0.7,0.59
pamguard.csv,0.58,0.44,0.0,0.3,0.52,0.71,0.4,0.52,0.75,0.48,0.73,0.34,0.57,0.28,1.0
prelude.csv,0.55,0.4,1.0,0.52,0.21,0.59,0.53,0.62,0.69,0.39,0.48,0.69,0.46,0.53,0.44
robocode.csv,0.62,0.58,0.57,0.65,0.68,0.4,0.54,0.96,0.55,0.52,0.45,0.28,0.71,0.52,0.53
uwom-server.csv,0.15,0.14,0.09,0.31,0.0,0.0,0.15,0.2,0.27,0.9,0.07,0.39,0.11,0.37,0.24
zengine.csv,0.21,0.41,0.75,0.49,0.74,0.48,0.55,0.6,0.73,0.62,0.58,0.98,0.21,0.49,0.24
zildo.csv,0.5,0.48,0.31,0.73,0.26,0.34,0.29,0.3,0.58,0.34,0.44,0.24,0.98,0.32,0.59
