,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,3.0,19.0,0.0,2.0,7.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0
fluidium.csv,0.0,0.0,7.0,1.0,12.0,0.0,3.0,1.0,3.0,13.0,0.0,2.0,0.0,0.0,1.0
guineu.csv,0.0,0.0,5.0,1.0,13.0,0.0,3.0,3.0,22.0,11.0,1.0,2.0,0.0,0.0,1.0
inkscape.csv,13.0,0.0,0.0,1.0,27.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0
mpqc.csv,0.0,3.0,0.0,62.0,124.0,0.0,2.0,0.0,29.0,21.0,1.0,5.0,0.0,0.0,1.0
nsis.csv,0.0,8.0,0.0,1.0,14.0,1.0,3.0,1.0,7.0,26.0,0.0,2.0,4.0,0.0,1.0
octave.csv,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
owfs.csv,1.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,49.0,1.0
owlib.csv,0.0,0.0,3.0,1.0,12.0,0.0,1.0,1.0,3.0,8.0,1.0,2.0,5.0,0.0,1.0
pamguard.csv,0.0,1.0,0.0,1.0,12.0,1.0,4.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0
prelude.csv,0.0,0.0,0.0,1.0,14.0,1.0,3.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
robocode.csv,1.0,5.0,0.0,0.0,7.0,6.0,2.0,0.0,14.0,8.0,0.0,0.0,0.0,1.0,0.0
uwom-server.csv,4.0,18.0,0.0,1.0,124.0,127.0,2.0,1.0,15.0,0.0,2.0,1.0,2.0,2.0,0.0
zengine.csv,0.0,22.0,0.0,0.0,5.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,9.0,0.0
zildo.csv,3.0,0.0,8.0,0.0,8.0,0.0,4.0,1.0,3.0,20.0,0.0,2.0,0.0,0.0,0.0
