,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.43,0.99,0.83,0.83,0.83,0.85,0.03,0.7,0.78,0.23,0.73,1.0
emulemorph.csv,0.0,0.01,0.0,1.0,0.0,0.0,0.52,0.26,0.04,0.33,0.0,0.11
fulguro.csv,0.24,0.16,0.04,0.0,0.28,0.38,0.13,0.05,0.02,0.25,1.0,0.26
fw4spl.csv,0.55,0.69,0.94,0.5,0.44,0.65,0.58,0.65,0.41,0.59,0.64,0.47
gnome-jabber.csv,0.69,0.47,0.56,0.83,0.78,0.62,0.74,1.0,0.37,0.74,0.91,0.89
ipfilter.csv,0.86,0.64,0.71,1.0,0.56,0.88,0.65,0.89,1.0,0.87,0.82,0.79
ipfire-wall.csv,0.4,0.22,0.23,0.17,1.0,0.65,0.42,0.12,0.41,0.17,0.45,0.21
libmesh.csv,0.48,0.48,0.4,0.83,0.28,0.88,1.0,0.46,0.65,0.66,0.45,0.11
rockbox.csv,0.38,0.34,0.56,0.0,0.39,0.27,0.03,0.33,0.35,0.18,0.45,1.0
soar.csv,0.64,0.42,0.6,0.5,0.28,0.46,0.97,0.3,0.46,0.63,0.18,0.47
tencompetence.csv,0.38,0.11,0.17,0.5,0.33,0.46,0.65,0.03,0.11,0.98,0.55,0.37
xbrlapi.csv,0.98,0.38,0.31,0.33,0.56,0.54,0.35,0.22,0.17,0.42,0.45,0.37
